per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2020-04-01,Malicious Mischief,Golden Gate Park,1,-122.47511856280416,37.76554442330866
2020-04-01,Malicious Mischief,Golden Gate Park,1,-122.47776794433594,37.772865295410156
2020-04-01,Malicious Mischief,Golden Gate Park,2,-122.46858300040638,37.76583002753937
2020-04-01,Malicious Mischief,Golden Gate Park,1,-122.46751403808594,37.76587677001953
2020-04-01,Malicious Mischief,Golden Gate Park,1,-122.46751510674217,37.765877245143045
2020-04-01,Malicious Mischief,Golden Gate Park,2,-122.45372772216797,37.77009963989258
2020-04-01,Malicious Mischief,Golden Gate Park,1,-122.50045776367188,37.768157958984375
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.43889910286157,37.77199042287972
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.4387091260355,37.77105649414365
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44331168934727,37.77046953691186
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44534301757812,37.77021026611328
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.4502182006836,37.769588470458984
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44857881825685,37.76979784988983
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.45294952392578,37.76637268066406
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44995813260148,37.76580002791046
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44797463117936,37.76268447289241
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.44827395446154,37.7641961311115
2020-04-01,Malicious Mischief,Haight Ashbury,1,-122.4339221892179,37.77262031024476
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.43779874819879,37.77499194694682
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.43760681152344,37.77406311035156
2020-04-01,Malicious Mischief,Hayes Valley,2,-122.42142612556295,37.777559629844944
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.41950988769531,37.7763671875
2020-04-01,Malicious Mischief,Hayes Valley,2,-122.42133043276547,37.77709097125577
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.42085915076044,37.77475982065911
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.42075989402895,37.77429439631743
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.42108917236328,37.773773193359375
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.42375946044922,37.77295684814453
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.42353498869593,37.77223581387494
2020-04-01,Malicious Mischief,Hayes Valley,1,-122.4255142211914,37.772735595703125
2020-04-01,Malicious Mischief,Hayes Valley,2,-122.42697143554688,37.77159118652344
2020-04-01,Malicious Mischief,Hayes Valley,2,-122.42678076677441,37.7706601742933
