per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2019-09-01,Larceny Theft,Outer Richmond,1,-122.48273468017578,37.78212356567383
2021-01-01,Suspicious Occ,Lincoln Park,1,-122.49559062466874,37.78152726054866
2019-01-01,Burglary,Outer Richmond,1,-122.48138064079004,37.77831144810871
2023-11-01,Other Miscellaneous,Western Addition,1,-122.43232727050781,37.781429290771484
2021-03-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.37664031982422,37.73249435424805
2022-03-01,Suspicious Occ,Excelsior,1,-122.42807401268902,37.72359110115537
2019-09-01,Lost Property,Nob Hill,2,-122.4085922241211,37.78922653198242
2022-03-01,Larceny Theft,South of Market,1,-122.39794158935547,37.782997131347656
2022-08-01,Assault,South of Market,2,-122.40460205078125,37.7776985168457
2021-05-01,Weapons Offense,Potrero Hill,1,-122.39667510986328,37.75470733642578
2023-08-01,Malicious Mischief,Golden Gate Park,1,-122.46802391783669,37.7733038331604
2019-11-01,Larceny Theft,Presidio,1,-122.47896575927734,37.79164505004883
2023-12-01,Larceny Theft,Western Addition,1,-122.42758178710938,37.78298568725586
2019-04-01,Larceny Theft,Outer Mission,1,-122.4263916015625,37.73367691040039
2018-07-01,Other,Tenderloin,1,-122.41297149658203,37.785789489746094
2021-09-01,Larceny Theft,Western Addition,1,-122.43930053710938,37.78245162963867
2021-02-01,Suspicious Occ,Sunset/Parkside,1,-122.47890479478312,37.742908636534644
2025-01-01,Larceny Theft,Tenderloin,1,-122.42081451416016,37.782894134521484
2018-11-01,Malicious Mischief,Excelsior,1,-122.43205382260868,37.72548807624668
2018-02-01,Malicious Mischief,Sunset/Parkside,1,-122.50098419189453,37.751285552978516
2023-12-01,Motor Vehicle Theft,Financial District/South Beach,1,-122.39723446118445,37.785963990446874
2018-05-01,Recovered Vehicle,Mission,2,-122.40667724609375,37.76714324951172
2018-12-01,Assault,Bernal Heights,1,-122.42284393310547,37.74102783203125
2021-07-01,Other Miscellaneous,Hayes Valley,2,-122.43410901176355,37.77354937574232
2022-12-01,Other Miscellaneous,Financial District/South Beach,1,-122.39757537841797,37.789764404296875
2020-06-01,Larceny Theft,Western Addition,1,-122.42523956298828,37.78807067871094
2024-07-01,Suspicious Occ,Marina,1,-122.43450927734375,37.80056381225586
2018-01-01,Other Miscellaneous,North Beach,1,-122.4073952442741,37.79970367508504
2019-05-01,Warrant,South of Market,7,-122.40363311767578,37.77516174316406
2020-05-01,Recovered Vehicle,North Beach,1,-122.41487884521484,37.80354309082031
2023-10-01,Larceny Theft,Outer Mission,2,-122.44379425048828,37.72224044799805
2020-06-01,Other Offenses,West of Twin Peaks,1,-122.45590209960938,37.74348068237305
2021-01-01,Offences Against The Family And Children,Bayview Hunters Point,1,-122.39034271240234,37.73460006713867
2019-08-01,Other Miscellaneous,Hayes Valley,1,-122.42105326145904,37.77569523157464
2019-06-01,Fraud,Western Addition,2,-122.424687041478,37.785334621209216
2023-02-01,Suspicious Occ,Outer Mission,1,-122.44076178370753,37.727957040537476
2021-10-01,Motor Vehicle Theft,Haight Ashbury,1,-122.43755640942067,37.76904335669327
2023-07-01,Non-Criminal,Sunset/Parkside,1,-122.50247955322266,37.74186325073242
2023-08-01,Traffic Collision,Western Addition,1,-122.4253305148202,37.78853627976403
2023-09-01,Larceny Theft,Golden Gate Park,2,-122.47327983402523,37.76705684499688
2018-03-01,Disorderly Conduct,Western Addition,1,-122.43195343017578,37.779563903808594
2020-08-01,Larceny Theft,Russian Hill,1,-122.42341613769531,37.795738220214844
2020-03-01,Malicious Mischief,Financial District/South Beach,1,-122.39637952023612,37.7817502828617
2021-10-01,Fire Report,Bayview Hunters Point,1,-122.36676788330078,37.728755950927734
2023-01-01,Assault,Haight Ashbury,1,-122.43685150146484,37.77034378051758
2024-02-01,Traffic Violation Arrest,Tenderloin,1,-122.41069793701172,37.782894134521484
2021-07-01,Other Miscellaneous,Portola,1,-122.4050064086914,37.72050857543945
2022-08-01,Burglary,Twin Peaks,1,-122.44247436523438,37.753719329833984
2021-09-01,Malicious Mischief,Hayes Valley,3,-122.43043518066406,37.77210998535156
2020-08-01,Non-Criminal,Chinatown,1,-122.40790557861328,37.79405975341797
2019-06-01,Larceny Theft,West of Twin Peaks,1,-122.44075012207031,37.73439025878906
2020-03-01,Motor Vehicle Theft,Mission,1,-122.42025428037208,37.77435867382556
2018-05-01,Larceny Theft,Bernal Heights,1,-122.40778350830078,37.744407653808594
2021-03-01,Malicious Mischief,Financial District/South Beach,1,-122.4069595336914,37.789432525634766
2023-09-01,Malicious Mischief,Chinatown,1,-122.40652465820312,37.79694366455078
2021-10-01,Assault,Tenderloin,1,-122.41600949683082,37.777773070705116
2020-09-01,Other Miscellaneous,Western Addition,1,-122.42137337495188,37.78616615811754
2020-09-01,Larceny Theft,South of Market,1,-122.41657567021807,37.77390625135662
2018-06-01,Motor Vehicle Theft,Western Addition,1,-122.4398422241211,37.77664566040039
2022-02-01,Motor Vehicle Theft,South of Market,1,-122.39574395575234,37.77769841953334
2021-12-01,Fraud,South of Market,1,-122.41189720901338,37.77207267883614
2018-08-01,Larceny Theft,Financial District/South Beach,3,-122.40335083007812,37.80403137207031
2025-02-01,Traffic Violation Arrest,South of Market,1,-122.40460205078125,37.7776985168457
2018-05-01,Disorderly Conduct,Financial District/South Beach,1,-122.40579958020592,37.79177821192182
2021-09-01,Larceny Theft,Sunset/Parkside,2,-122.48033905029297,37.76342010498047
2022-07-01,Other Miscellaneous,Bernal Heights,1,-122.4200210571289,37.74538803100586
2020-03-01,Malicious Mischief,Excelsior,1,-122.42839050292969,37.73078918457031
2020-06-01,Malicious Mischief,Nob Hill,1,-122.41500545584655,37.7958773177639
2019-01-01,Burglary,Bernal Heights,1,-122.40493774414062,37.74822235107422
2023-11-01,Miscellaneous Investigation,Mission,1,-122.40943145751953,37.75599670410156
2024-10-01,Traffic Violation Arrest,South of Market,2,-122.40815734863281,37.78053665161133
2021-10-01,Larceny Theft,Financial District/South Beach,2,-122.38984639339479,37.783609175905454
2018-04-01,Assault,Tenderloin,2,-122.4107666015625,37.7832145690918
2022-08-01,Assault,Tenderloin,1,-122.40803527832031,37.78641128540039
2021-06-01,Malicious Mischief,Sunset/Parkside,1,-122.5019007272568,37.76436077180021
