per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2024-04-01,Assault,Mission Bay,1,-122.40292358398438,37.768646240234375
2024-04-01,Assault,Mission Bay,1,-122.40080261230469,37.77113723754883
2024-04-01,Assault,Mission Bay,1,-122.39266204833984,37.766693115234375
2024-04-01,Assault,Mission Bay,1,-122.3895263671875,37.77111053466797
2024-04-01,Assault,Mission Bay,1,-122.38729095458984,37.7730712890625
2024-04-01,Assault,Mission Bay,1,-122.38958740234375,37.77986145019531
2024-04-01,Assault,Mission Bay,2,-122.39183807373047,37.77812576293945
2024-04-01,Assault,Mission Bay,3,-122.39403533935547,37.77633285522461
2024-04-01,Assault,Mission Bay,1,-122.39143371582031,37.773468017578125
2024-04-01,Assault,Mission Bay,1,-122.39144897460938,37.77363586425781
2024-04-01,Assault,Mission Bay,2,-122.3979721069336,37.77593994140625
2024-04-01,Assault,Nob Hill,2,-122.41537475585938,37.7893180847168
2024-04-01,Assault,Nob Hill,2,-122.41738891601562,37.79097366333008
2024-04-01,Assault,Nob Hill,1,-122.41921997070312,37.79170227050781
2024-04-01,Assault,Nob Hill,1,-122.41500854492188,37.795875549316406
2024-04-01,Assault,Nob Hill,1,-122.40936279296875,37.792972564697266
2024-04-01,Assault,Nob Hill,2,-122.41372680664062,37.789527893066406
2024-04-01,Assault,Nob Hill,2,-122.41664123535156,37.78724670410156
2024-04-01,Assault,Nob Hill,1,-122.42030334472656,37.788700103759766
2024-04-01,Assault,Nob Hill,3,-122.42011260986328,37.787757873535156
2024-04-01,Assault,Nob Hill,1,-122.42176055908203,37.78754806518555
2024-04-01,Assault,Nob Hill,3,-122.4200210571289,37.78728103637695
2024-04-01,Assault,Nob Hill,2,-122.41836547851562,37.7874870300293
2024-04-01,Assault,Noe Valley,1,-122.43171691894531,37.74982833862305
2024-04-01,Assault,Noe Valley,1,-122.43408966064453,37.751304626464844
2024-04-01,Assault,Noe Valley,1,-122.42743682861328,37.751705169677734
2024-04-01,Assault,North Beach,1,-122.40541076660156,37.79754638671875
2024-04-01,Assault,North Beach,1,-122.40623474121094,37.79792022705078
2024-04-01,Assault,North Beach,1,-122.41771697998047,37.807979583740234
2024-04-01,Assault,North Beach,2,-122.41213989257812,37.806758880615234
2024-04-01,Assault,North Beach,1,-122.40904998779297,37.808109283447266
2024-04-01,Assault,North Beach,1,-122.41059875488281,37.80217361450195
2024-04-01,Assault,North Beach,1,-122.41101837158203,37.801170349121094
2024-04-01,Assault,North Beach,1,-122.40937042236328,37.80137252807617
2024-04-01,Assault,North Beach,4,-122.40918731689453,37.800445556640625
2024-04-01,Assault,North Beach,3,-122.40739440917969,37.799705505371094
2024-04-01,Assault,North Beach,1,-122.40715026855469,37.79848861694336
2024-04-01,Assault,North Beach,2,-122.41020965576172,37.800315856933594
