per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2023-10-01,Larceny Theft,Bayview Hunters Point,4,-122.38311822134833,37.74388333564679
2023-10-01,Larceny Theft,Bayview Hunters Point,3,-122.3864279302503,37.74906582026698
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.38549041748047,37.749122619628906
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.38717421937969,37.74615712680034
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.3970013283792,37.7428968146528
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.40218353271484,37.750579833984375
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.3945869789376,37.752426800122734
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.39640760368722,37.75117875536422
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.3983383178711,37.75105285644531
2023-10-01,Larceny Theft,Bayview Hunters Point,2,-122.38862609863281,37.751502990722656
2023-10-01,Larceny Theft,Bayview Hunters Point,2,-122.38862907332829,37.7515021630662
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.38973236083984,37.75271987915039
2023-10-01,Larceny Theft,Bayview Hunters Point,1,-122.38775628177875,37.7528356110411
2023-10-01,Larceny Theft,Bayview Hunters Point,5,-122.3826904296875,37.75056076049805
2023-10-01,Larceny Theft,Bayview Hunters Point,5,-122.38269394788189,37.750559880679894
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42237854003906,37.73384094238281
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40557098388672,37.74502944946289
2023-10-01,Larceny Theft,Bernal Heights,2,-122.40557416777426,37.745028684025776
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40452729048533,37.74429791488461
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40521396007648,37.746474145587044
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40510135842212,37.74736631166639
2023-10-01,Larceny Theft,Bernal Heights,1,-122.4072709297569,37.747430713456296
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41138458251953,37.74729919433594
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41357113302529,37.74717101922593
2023-10-01,Larceny Theft,Bernal Heights,1,-122.4149169921875,37.74822998046875
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41491896442716,37.7482307301352
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41822052001953,37.748165130615234
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41912078857422,37.74677658081055
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41614532470703,37.74751281738281
2023-10-01,Larceny Theft,Bernal Heights,2,-122.41501656648384,37.746044070290935
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41655731201172,37.74543762207031
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41723985187014,37.745717736972985
2023-10-01,Larceny Theft,Bernal Heights,3,-122.4200210571289,37.74538803100586
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41949462890625,37.74406051635742
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42089080810547,37.74403762817383
2023-10-01,Larceny Theft,Bernal Heights,2,-122.4214859008789,37.74312210083008
2023-10-01,Larceny Theft,Bernal Heights,3,-122.42148545138262,37.74312266332609
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42167663574219,37.742820739746094
2023-10-01,Larceny Theft,Bernal Heights,1,-122.410388561123,37.74432485644651
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40859103923555,37.74335279302921
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41009935838154,37.741347795508844
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41268149216756,37.74025681797858
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41331481933594,37.738983154296875
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41336276186397,37.73831370388544
2023-10-01,Larceny Theft,Bernal Heights,1,-122.40692901611328,37.739234924316406
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41368865966797,37.7347297668457
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41285705566406,37.73703384399414
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41671752929688,37.7360725402832
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41893768310547,37.73789596557617
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41516876220703,37.74037551879883
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41454315185547,37.7403450012207
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41891479492188,37.74208450317383
2023-10-01,Larceny Theft,Bernal Heights,1,-122.41946682061038,37.741232939399836
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42085632973154,37.74022084711135
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42236646065211,37.741760487793414
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42285286392635,37.73839876477536
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42470256281636,37.73536986969816
2023-10-01,Larceny Theft,Bernal Heights,1,-122.42446899414062,37.736061096191406
2023-10-01,Larceny Theft,Bernal Heights,3,-122.42196876280964,37.74237539724614
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4432144165039,37.764556884765625
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.44379425048828,37.7632942199707
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4464340209961,37.76100540161133
2023-10-01,Larceny Theft,Castro/Upper Market,3,-122.44694244519901,37.75722892063926
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.44589093398451,37.757340363485234
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43780517578125,37.75589370727539
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43780335506902,37.75589270696443
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42561221703586,37.756631381836904
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42797088623047,37.757293701171875
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.43462157673649,37.7568869039743
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43704223632812,37.759159088134766
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43595886230469,37.75922393798828
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.43595669992445,37.75922266148253
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.43485260009766,37.7592887878418
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43485368203896,37.75928916994242
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4325610752508,37.758622378851705
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43248748779297,37.75782012939453
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43248416753981,37.75782051369443
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4327163696289,37.760223388671875
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43049703372698,37.760357303993494
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43279266357422,37.76102066040039
2023-10-01,Larceny Theft,Castro/Upper Market,5,-122.43499755859375,37.760887145996094
2023-10-01,Larceny Theft,Castro/Upper Market,5,-122.4350007026991,37.76088893209152
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.43611145019531,37.76082229614258
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43624114990234,37.76213836669922
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.4340591430664,37.762550354003906
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43227951733411,37.76428896385761
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43307495117188,37.76419448852539
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43011794928371,37.76441973892802
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43064880371094,37.76195526123047
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4261459859188,37.76216035767575
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42610168457031,37.762630462646484
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4262284796692,37.76303086932015
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42866516113281,37.76450729370117
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42755889892578,37.76457595825195
2023-10-01,Larceny Theft,Castro/Upper Market,2,-122.42835235595703,37.761287689208984
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42584228515625,37.759029388427734
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4281234741211,37.75889205932617
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42804718017578,37.758087158203125
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42805018675219,37.758088755711356
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42649069925302,37.765773605268606
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42894744873047,37.76750564575195
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42745971679688,37.76877212524414
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.4290542602539,37.768672943115234
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.42905378678869,37.76867459887541
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43246459960938,37.769248962402344
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43119049072266,37.76759338378906
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43119112088166,37.76759524003734
2023-10-01,Larceny Theft,Castro/Upper Market,3,-122.42992612183986,37.76606305964936
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43103790283203,37.765995025634766
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43229924087287,37.767528443706794
2023-10-01,Larceny Theft,Castro/Upper Market,1,-122.43341064453125,37.767459869384766
2023-10-01,Larceny Theft,Chinatown,1,-122.40933990478516,37.795684814453125
2023-10-01,Larceny Theft,Chinatown,1,-122.40989875263982,37.795616423642244
2023-10-01,Larceny Theft,Chinatown,1,-122.41007232666016,37.79649353027344
2023-10-01,Larceny Theft,Chinatown,1,-122.41007597191539,37.79649276122306
2023-10-01,Larceny Theft,Chinatown,1,-122.40925145806479,37.79659858716984
2023-10-01,Larceny Theft,Chinatown,1,-122.40779876708984,37.79587936401367
2023-10-01,Larceny Theft,Chinatown,1,-122.40790330315696,37.79406029645113
2023-10-01,Larceny Theft,Chinatown,1,-122.40972157983978,37.79473682446444
2023-10-01,Larceny Theft,Chinatown,1,-122.4091914521134,37.79389640842504
2023-10-01,Larceny Theft,Chinatown,1,-122.40460968017578,37.79356384277344
2023-10-01,Larceny Theft,Chinatown,1,-122.40622048038075,37.79383175241637
2023-10-01,Larceny Theft,Chinatown,1,-122.40566321856517,37.794345221890524
2023-10-01,Larceny Theft,Chinatown,2,-122.40470886230469,37.79402160644531
2023-10-01,Larceny Theft,Chinatown,1,-122.4014892578125,37.794837951660156
2023-10-01,Larceny Theft,Chinatown,1,-122.40148758181182,37.79483949785486
2023-10-01,Larceny Theft,Chinatown,1,-122.40167236328125,37.795719146728516
2023-10-01,Larceny Theft,Chinatown,1,-122.40032958984375,37.795013427734375
2023-10-01,Larceny Theft,Chinatown,3,-122.40349671104279,37.796417485008384
2023-10-01,Larceny Theft,Chinatown,1,-122.40406799316406,37.79606246948242
2023-10-01,Larceny Theft,Chinatown,1,-122.40331694612632,37.79553183163968
2023-10-01,Larceny Theft,Chinatown,1,-122.40441216196413,37.796302097343386
2023-10-01,Larceny Theft,Chinatown,4,-122.40514373779297,37.79621124267578
2023-10-01,Larceny Theft,Chinatown,1,-122.40514297852731,37.796210953409165
2023-10-01,Larceny Theft,Chinatown,1,-122.40204098389721,37.79750494349097
2023-10-01,Larceny Theft,Chinatown,1,-122.41254127937118,37.801930635703606
2023-10-01,Larceny Theft,Chinatown,1,-122.40901437837884,37.79948981870344
2023-10-01,Larceny Theft,Chinatown,1,-122.4089126586914,37.799034118652344
2023-10-01,Larceny Theft,Chinatown,1,-122.40694463021457,37.79746897240277
2023-10-01,Larceny Theft,Chinatown,2,-122.40861511230469,37.79762649536133
2023-10-01,Larceny Theft,Chinatown,1,-122.40963745117188,37.79846954345703
2023-10-01,Larceny Theft,Chinatown,1,-122.4096386389836,37.7984712331961
2023-10-01,Larceny Theft,Chinatown,3,-122.40988159179688,37.79844284057617
2023-10-01,Larceny Theft,Chinatown,1,-122.41209411621094,37.79816436767578
2023-10-01,Larceny Theft,Excelsior,1,-122.44041773893213,37.717244618148314
2023-10-01,Larceny Theft,Excelsior,1,-122.43875885009766,37.71663284301758
2023-10-01,Larceny Theft,Excelsior,1,-122.44101956350755,37.716459544514585
2023-10-01,Larceny Theft,Excelsior,1,-122.44025513581519,37.716038818883085
2023-10-01,Larceny Theft,Excelsior,1,-122.43990325927734,37.71501541137695
