per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2024-10-01,Motor Vehicle Theft,Excelsior,1,-122.42683410644531,37.72086715698242
2022-09-01,Non-Criminal,South of Market,2,-122.4131576926893,37.77745741894575
2020-01-01,Malicious Mischief,Haight Ashbury,1,-122.45021697673306,37.769588944019304
2022-03-01,Case Closure,South of Market,1,-122.40851633190513,37.77375969975922
2018-10-01,Warrant,Financial District/South Beach,2,-122.40342712402344,37.78764343261719
2020-12-01,Malicious Mischief,Tenderloin,1,-122.4146172088293,37.785582473554015
2018-06-01,Assault,Mission,3,-122.41859394629981,37.753836586731786
2020-01-01,Larceny Theft,Sunset/Parkside,1,-122.50540924072266,37.75296401977539
2022-09-01,Arson,Western Addition,1,-122.4273963984862,37.782056938164764
2024-01-01,Larceny Theft,Nob Hill,2,-122.42176055908203,37.78754806518555
2021-09-01,Larceny Theft,Financial District/South Beach,1,-122.39118194580078,37.78745651245117
2022-11-01,Non-Criminal,West of Twin Peaks,1,-122.45233154296875,37.723079681396484
2021-06-01,Malicious Mischief,Sunset/Parkside,1,-122.50462044762067,37.741764680255315
2022-08-01,Lost Property,Tenderloin,1,-122.41607173623363,37.784448840613585
2021-07-01,Burglary,Tenderloin,2,-122.41588253952085,37.78351564008561
2018-11-01,Weapons Carrying Etc,Tenderloin,3,-122.41424157409635,37.78372378203807
2020-01-01,Fraud,Chinatown,1,-122.40479647356554,37.79445300351448
2023-08-01,Motor Vehicle Theft,Visitacion Valley,1,-122.40160369873047,37.71751403808594
2025-02-01,Burglary,South of Market,1,-122.40740203857422,37.77463912963867
2025-02-01,Lost Property,Western Addition,1,-122.42097473144531,37.78335189819336
2024-10-01,Other Miscellaneous,Tenderloin,3,-122.41314697265625,37.7809944152832
2024-01-01,Motor Vehicle Theft,Sunset/Parkside,1,-122.48653621612873,37.74444572601745
2021-06-01,Non-Criminal,Mission,1,-122.42204381448558,37.76653957529556
2024-10-01,Weapons Offense,Oceanview/Merced/Ingleside,2,-122.46623229980469,37.71791076660156
2022-12-01,Recovered Vehicle,Bayview Hunters Point,1,-122.38883209228516,37.73942184448242
2018-08-01,Motor Vehicle Theft,Mission,1,-122.42314910888672,37.76982116699219
2020-10-01,Larceny Theft,North Beach,9,-122.4154281616211,37.80634307861328
2023-10-01,Assault,Tenderloin,1,-122.4180908203125,37.786102294921875
2019-04-01,Non-Criminal,Lone Mountain/USF,1,-122.44751798367983,37.78106951037556
2018-05-01,Recovered Vehicle,Hayes Valley,2,-122.42499816810782,37.77853792781995
2022-11-01,Burglary,Tenderloin,1,-122.41574387355833,37.785802909531846
2023-10-01,Larceny Theft,Inner Sunset,1,-122.47344260956284,37.756844739267606
2019-04-01,Other Miscellaneous,Tenderloin,1,-122.41752624511719,37.78330993652344
2021-12-01,Motor Vehicle Theft,Marina,1,-122.4441383258613,37.797899379738226
2021-01-01,Burglary,Inner Sunset,1,-122.47579956054688,37.75988006591797
2023-07-01,Miscellaneous Investigation,Bayview Hunters Point,2,-122.38011105053184,37.73678418944183
2020-10-01,Motor Vehicle Theft,Tenderloin,1,-122.40949752694894,37.78528291631406
2023-06-01,Other Miscellaneous,Mission,1,-122.41468811035156,37.75889587402344
2018-12-01,Malicious Mischief,Financial District/South Beach,2,-122.39859008789062,37.79240798950195
2023-05-01,Other Miscellaneous,Tenderloin,1,-122.416259765625,37.785377502441406
2023-07-01,Larceny Theft,Golden Gate Park,1,-122.46067810058594,37.76744842529297
2021-12-01,Assault,Hayes Valley,1,-122.42297815011955,37.77688352592902
2023-03-01,Larceny Theft,Financial District/South Beach,1,-122.40676879882812,37.78849792480469
2018-11-01,Other Offenses,Inner Sunset,2,-122.46322631835938,37.75856399536133
2021-08-01,Burglary,Marina,1,-122.432861328125,37.80077362060547
2021-09-01,Larceny Theft,Outer Richmond,1,-122.4836654663086,37.78014373779297
2023-10-01,Larceny Theft,Financial District/South Beach,3,-122.39022827148438,37.78567123413086
2025-01-01,Assault,Bayview Hunters Point,1,-122.38311767578125,37.7438850402832
2022-01-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.39990933421034,37.73528591836444
2018-10-01,Other Miscellaneous,Mission Bay,1,-122.40171813964844,37.76613235473633
2022-01-01,Non-Criminal,Hayes Valley,1,-122.42499816810782,37.77853792781995
2018-04-01,Larceny Theft,Pacific Heights,1,-122.44133285977138,37.792510645722174
2022-05-01,Other Miscellaneous,Bayview Hunters Point,2,-122.38827514648438,37.74004364013672
2022-09-01,Larceny Theft,Tenderloin,1,-122.41329193115234,37.787384033203125
2023-03-01,Suspicious Occ,Bayview Hunters Point,1,-122.38639831542969,37.738983154296875
2018-11-01,Prostitution,Mission,1,-122.417811900507,37.757100931031474
2022-01-01,Malicious Mischief,Visitacion Valley,1,-122.40919494628906,37.71379852294922
2024-07-01,Larceny Theft,Chinatown,1,-122.40933990478516,37.795684814453125
2021-01-01,Larceny Theft,Western Addition,1,-122.43042755126953,37.78071594238281
2019-04-01,Arson,Bayview Hunters Point,1,-122.4002456665039,37.73927688598633
2021-12-01,Larceny Theft,Tenderloin,1,-122.41588592529297,37.78351593017578
2021-04-01,Fraud,Marina,2,-122.42675554497187,37.80393641637486
2021-05-01,Other Miscellaneous,Potrero Hill,1,-122.39957958699718,37.75469183949377
2019-12-01,Lost Property,Financial District/South Beach,1,-122.39637756347656,37.7817497253418
2021-03-01,Non-Criminal,Financial District/South Beach,1,-122.39656829833984,37.788963317871094
2020-03-01,Malicious Mischief,South of Market,1,-122.3958435001427,37.781321256248475
2024-10-01,Burglary,Glen Park,1,-122.4361572265625,37.736541748046875
2023-04-01,Larceny Theft,Mission,1,-122.41890102956305,37.75703540085026
2022-10-01,Larceny Theft,Mission,1,-122.41408603237402,37.752506064398666
2023-09-01,Fraud,Mission,1,-122.41750590202805,37.75390205124772
2020-06-01,Sex Offense,Hayes Valley,1,-122.43486022949219,37.777278900146484
2022-09-01,Burglary,Tenderloin,1,-122.41151576847024,37.78693970570657
2020-02-01,Malicious Mischief,Mission,1,-122.42081213698863,37.753703092703674
2022-08-01,Larceny Theft,Potrero Hill,1,-122.40317091731887,37.7608921280721
2021-07-01,Larceny Theft,Pacific Heights,1,-122.44098663330078,37.79075622558594
2018-08-01,Fraud,Financial District/South Beach,1,-122.40565433889059,37.792486577710505
2020-09-01,Fraud,Sunset/Parkside,1,-122.47981719701436,37.75596633789481
2021-02-01,Disorderly Conduct,South of Market,1,-122.40895216005933,37.78328785199654
2021-05-01,Recovered Vehicle,Haight Ashbury,1,-122.4449234008789,37.7654914855957
2021-01-01,Miscellaneous Investigation,Bayview Hunters Point,1,-122.39747873558031,37.718834357405456
2021-04-01,Larceny Theft,Golden Gate Park,1,-122.47123718261719,37.773162841796875
2019-12-01,Non-Criminal,South of Market,3,-122.40363311767578,37.77516174316406
2019-05-01,Malicious Mischief,Lakeshore,1,-122.47438270575199,37.71750748485157
2023-02-01,Motor Vehicle Theft,Bernal Heights,1,-122.40874913469406,37.74127737597663
2018-01-01,Larceny Theft,South of Market,2,-122.40320587158203,37.77305221557617
2023-06-01,Arson,Excelsior,1,-122.43943786621094,37.71567153930664
2022-11-01,Recovered Vehicle,South of Market,1,-122.40928649902344,37.779659271240234
