per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2022-10-01,Larceny Theft,Haight Ashbury,1,-122.45073676822004,37.76234170414449
2024-03-01,Larceny Theft,Sunset/Parkside,1,-122.49241638183594,37.75166320800781
2021-12-01,Larceny Theft,Bayview Hunters Point,1,-122.3909683227539,37.734012603759766
2021-02-01,Larceny Theft,Presidio Heights,1,-122.44798278808594,37.784019470214844
2019-02-01,Larceny Theft,Western Addition,1,-122.42533111572266,37.788536071777344
2018-07-01,Larceny Theft,Marina,1,-122.43497257681223,37.8028475139412
2021-04-01,Burglary,South of Market,2,-122.40238482677081,37.778604289452616
2019-10-01,Assault,Sunset/Parkside,1,-122.50806427001953,37.76033020019531
2023-06-01,Larceny Theft,Oceanview/Merced/Ingleside,1,-122.46260833740234,37.71488571166992
2021-12-01,Malicious Mischief,Nob Hill,1,-122.41234361401396,37.78779033746198
2021-12-01,Fraud,Russian Hill,1,-122.42036904750553,37.80572025485464
2019-04-01,Larceny Theft,Mission Bay,3,-122.38971710205078,37.77293014526367
2018-09-01,Motor Vehicle Theft,Outer Mission,1,-122.44239044189453,37.725791931152344
2022-11-01,Motor Vehicle Theft,Mission,1,-122.41873445003144,37.766739480211164
2020-02-01,Malicious Mischief,Marina,1,-122.43596078617807,37.799419240998844
2019-04-01,Fraud,Mission,1,-122.42137908935547,37.76494598388672
2020-06-01,Other Miscellaneous,Castro/Upper Market,1,-122.43228149414062,37.76428985595703
2021-04-01,Disorderly Conduct,Castro/Upper Market,1,-122.42992401123047,37.76606369018555
2018-11-01,Larceny Theft,Japantown,4,-122.4347299934904,37.784944005025956
2024-11-01,Burglary,West of Twin Peaks,1,-122.47394561767578,37.748741149902344
2019-05-01,Other Miscellaneous,Tenderloin,1,-122.41918170505187,37.78310139923345
2022-04-01,Forgery And Counterfeiting,Noe Valley,2,-122.4409301747409,37.75410150755179
2022-02-01,Other Miscellaneous,Oceanview/Merced/Ingleside,1,-122.45614148079501,37.721845856419876
2021-04-01,Non-Criminal,North Beach,1,-122.41524148656329,37.8054171710477
2018-07-01,Non-Criminal,North Beach,1,-122.41185760498047,37.805362701416016
2020-04-01,Non-Criminal,Bernal Heights,1,-122.4113579190517,37.74426625970861
2019-01-01,Larceny Theft,Castro/Upper Market,2,-122.4305735690657,37.76115547557552
2022-07-01,Non-Criminal,Glen Park,1,-122.43387603759766,37.7345085144043
2022-08-01,Larceny Theft,Twin Peaks,1,-122.44695281982422,37.75654983520508
2018-05-01,Larceny Theft,Bayview Hunters Point,2,-122.38717421937969,37.74615712680034
2018-12-01,Civil Sidewalks,Haight Ashbury,4,-122.44534301757812,37.77021026611328
2018-10-01,Larceny Theft,Golden Gate Park,1,-122.45948611950966,37.77416693305064
2023-02-01,Larceny Theft,Outer Mission,1,-122.44255065917969,37.71961975097656
2023-07-01,Motor Vehicle Theft,Outer Mission,2,-122.43961747790844,37.7259654196361
2022-02-01,Other Miscellaneous,South of Market,1,-122.41532057072628,37.77671770313698
2024-09-01,Robbery,Tenderloin,1,-122.41569519042969,37.78258514404297
2023-02-01,Weapons Offense,Marina,1,-122.4426498413086,37.79899978637695
2022-10-01,Larceny Theft,Noe Valley,1,-122.44277954101562,37.75077438354492
2023-12-01,Fraud,Chinatown,1,-122.4070816040039,37.79597091674805
2019-01-01,Lost Property,Mission,2,-122.42169189453125,37.762916564941406
2018-02-01,Larceny Theft,Lakeshore,1,-122.5020311786853,37.73551490812246
2023-05-01,Traffic Violation Arrest,Portola,1,-122.40459442138672,37.730037689208984
2020-11-01,Suspicious Occ,Financial District/South Beach,1,-122.40458679199219,37.7867317199707
2018-08-01,Fraud,Lakeshore,1,-122.48301534194144,37.7204499957522
2020-01-01,Motor Vehicle Theft,Portola,1,-122.41094299205905,37.73204393039662
2021-08-01,Larceny Theft,Presidio Heights,1,-122.44483184814453,37.78461837768555
2019-01-01,Malicious Mischief,Portola,1,-122.40755640619919,37.726599245111956
2023-05-01,Assault,Outer Richmond,1,-122.48608870736115,37.78383347909978
2024-02-01,Larceny Theft,Tenderloin,1,-122.4194564819336,37.78450012207031
2021-03-01,Stolen Property,Bernal Heights,1,-122.41875213096127,37.74118003387337
2024-05-01,Suspicious Occ,Bayview Hunters Point,1,-122.37421417236328,37.73017501831055
2024-01-01,Assault,Hayes Valley,1,-122.43035125732422,37.77164077758789
2021-09-01,Larceny Theft,Russian Hill,1,-122.41871826672487,37.80593151858661
2020-06-01,Larceny Theft,Western Addition,1,-122.42330825256187,37.7868683661603
2018-12-01,Miscellaneous Investigation,Mission,1,-122.40669900268833,37.75683373380551
2023-10-01,Lost Property,Financial District/South Beach,1,-122.3965072631836,37.79309844970703
2022-11-01,Drug Offense,Tenderloin,1,-122.41423797607422,37.783721923828125
2021-04-01,Larceny Theft,Castro/Upper Market,1,-122.42894744873047,37.76750564575195
2020-07-01,Larceny Theft,Nob Hill,1,-122.41776275634766,37.79280471801758
2022-10-01,Larceny Theft,Outer Richmond,1,-122.47844696044922,37.78230667114258
2022-10-01,Larceny Theft,West of Twin Peaks,2,-122.44887338746908,37.73306871730664
2023-01-01,Larceny Theft,Tenderloin,1,-122.41335396485418,37.787663597834545
2020-05-01,Burglary,Japantown,3,-122.42814636230469,37.78578567504883
2021-04-01,Burglary,Presidio Heights,1,-122.44464305967482,37.78368646230102
2020-09-01,Other Miscellaneous,Haight Ashbury,2,-122.43518408029904,37.77054807903014
2022-06-01,Larceny Theft,Castro/Upper Market,2,-122.42789160967223,37.75649407297539
2019-08-01,Robbery,Outer Richmond,1,-122.47938537597656,37.78033447265625
2025-04-01,Disorderly Conduct,West of Twin Peaks,1,-122.45411682128906,37.72345733642578
2023-09-01,Non-Criminal,North Beach,1,-122.40905049651286,37.80811075299725
2019-03-01,Robbery,Tenderloin,1,-122.40949752694894,37.78528291631406
2019-04-01,Traffic Violation Arrest,Nob Hill,1,-122.42068481445312,37.79057693481445
2025-02-01,Burglary,Inner Richmond,1,-122.4664306640625,37.78092575073242
2020-12-01,Other,Sunset/Parkside,1,-122.50660545351313,37.75478369941689
2021-04-01,Vandalism,Castro/Upper Market,1,-122.43317863645373,37.76506065111531
2025-04-01,Recovered Vehicle,South of Market,1,-122.403076171875,37.775604248046875
2021-08-01,Motor Vehicle Theft,Japantown,1,-122.43473052978516,37.784942626953125
2019-09-01,Disorderly Conduct,Tenderloin,1,-122.41992794913615,37.78682752578904
2022-01-01,Suspicious Occ,Sunset/Parkside,1,-122.48841857910156,37.73764419555664
2018-11-01,Lost Property,Chinatown,1,-122.40972137451172,37.794734954833984
2019-01-01,Larceny Theft,Chinatown,1,-122.4084308870409,37.79670390180037
2023-06-01,Larceny Theft,Financial District/South Beach,1,-122.40104675292969,37.78789138793945
2018-06-01,Larceny Theft,Presidio Heights,1,-122.45741271972656,37.7895622253418
2024-07-01,Other Offenses,Lone Mountain/USF,1,-122.44149017333984,37.77643585205078
2022-02-01,Non-Criminal,Bayview Hunters Point,1,-122.39016440205603,37.73166293784926
2021-02-01,Burglary,Noe Valley,1,-122.44685363769531,37.746124267578125
2020-08-01,Malicious Mischief,Mission,1,-122.42138147669485,37.76494788696337
2018-09-01,Motor Vehicle Theft,South of Market,1,-122.40884575063417,37.775953228502786
2021-02-01,Burglary,West of Twin Peaks,1,-122.43869018554688,37.73073959350586
2019-03-01,Weapons Offence,Nob Hill,1,-122.40806043475537,37.79120484958468
2018-11-01,Larceny Theft,Mission,2,-122.42576680805787,37.7582268276792
2018-11-01,Recovered Vehicle,Financial District/South Beach,1,-122.40093308290575,37.79210840263532
2018-07-01,Non-Criminal,Haight Ashbury,2,-122.44693382058489,37.77000760474354
2021-05-01,Larceny Theft,North Beach,5,-122.40905049651286,37.80811075299725
2024-12-01,Larceny Theft,Bayview Hunters Point,1,-122.38404846191406,37.73751449584961
2023-09-01,Larceny Theft,Tenderloin,12,-122.40769958496094,37.784698486328125
2018-12-01,Warrant,Mission Bay,1,-122.4007568359375,37.76618957519531
2019-01-01,Malicious Mischief,South of Market,1,-122.41222381591797,37.773284912109375
2023-01-01,Larceny Theft,Portola,1,-122.40470886230469,37.730316162109375
2018-08-01,Larceny Theft,Outer Richmond,2,-122.50942993164062,37.779850006103516
2019-05-01,Burglary,South of Market,1,-122.40474700927734,37.7742805480957
2020-12-01,Burglary,South of Market,1,-122.41093444824219,37.779212951660156
2018-01-01,Motor Vehicle Theft,Portola,1,-122.40205647302719,37.72127745117722
2018-10-01,Larceny Theft,Nob Hill,1,-122.40886368034795,37.79207995579044
2022-07-01,Larceny Theft,Western Addition,1,-122.42063903808594,37.781959533691406
2024-11-01,Offences Against The Family And Children,Tenderloin,1,-122.4136734008789,37.78092575073242
2018-11-01,Malicious Mischief,Sunset/Parkside,1,-122.47818756103516,37.76351547241211
2021-07-01,Burglary,Oceanview/Merced/Ingleside,1,-122.45651601686288,37.723963816557244
2020-12-01,Malicious Mischief,Financial District/South Beach,1,-122.38942894299095,37.78883777870189
2021-05-01,Assault,Tenderloin,1,-122.40849315881205,37.78445272883687
2023-05-01,Malicious Mischief,Bayview Hunters Point,1,-122.38571301129124,37.7366011278019
2019-08-01,Missing Person,Tenderloin,1,-122.41259765625,37.783931732177734
2024-02-01,Miscellaneous Investigation,Oceanview/Merced/Ingleside,2,-122.4671401977539,37.7179069519043
2023-05-01,Larceny Theft,Lakeshore,2,-122.4814224243164,37.71905517578125
2019-04-01,Robbery,West of Twin Peaks,1,-122.46540918431317,37.7284745385717
2022-09-01,Motor Vehicle Theft,Mission,2,-122.41111755371094,37.75428771972656
2018-06-01,Assault,Oceanview/Merced/Ingleside,1,-122.46440124511719,37.71429443359375
2024-02-01,Suspicious Occ,Presidio Heights,1,-122.456298828125,37.78137969970703
2019-10-01,Traffic Violation Arrest,Tenderloin,1,-122.41386560526722,37.781863337992526
2018-04-01,Larceny Theft,Tenderloin,10,-122.40803623744476,37.78640961281089
2023-04-01,Non-Criminal,Tenderloin,1,-122.41870890513495,37.780773160648025
2024-03-01,Burglary,Sunset/Parkside,1,-122.48101806640625,37.75777816772461
2019-05-01,Malicious Mischief,Tenderloin,1,-122.41094970703125,37.784141540527344
2021-03-01,Malicious Mischief,South of Market,1,-122.40506744384766,37.77806854248047
2023-07-01,Malicious Mischief,Outer Mission,1,-122.44288707363552,37.718286850420995
2021-01-01,Larceny Theft,Bayview Hunters Point,1,-122.39617156982422,37.73493194580078
2023-10-01,Arson,Visitacion Valley,1,-122.41529083251953,37.713504791259766
2023-02-01,Larceny Theft,Financial District/South Beach,4,-122.40639887891692,37.786615346301794
2021-05-01,Assault,Financial District/South Beach,1,-122.3877944946289,37.7870979309082
2018-06-01,Fire Report,Bayview Hunters Point,1,-122.38587188720703,37.72074508666992
2019-12-01,Missing Person,Western Addition,2,-122.42139434814453,37.78568649291992
2019-04-01,Fraud,Inner Sunset,1,-122.46149118145816,37.7567768642294
2022-02-01,Lost Property,West of Twin Peaks,1,-122.46873023286363,37.72362553999521
2020-01-01,Disorderly Conduct,Outer Richmond,1,-122.49209488892724,37.777822690350504
2020-01-01,Robbery,Oceanview/Merced/Ingleside,1,-122.45073700258953,37.718360305587325
2025-01-01,Larceny Theft,Mission,1,-122.41299438476562,37.75257110595703
2018-10-01,Motor Vehicle Theft,Potrero Hill,1,-122.40183250825523,37.75712085039765
2023-09-01,Other,Sunset/Parkside,1,-122.49176789566957,37.74234287583384
2021-08-01,Burglary,Russian Hill,1,-122.41822814941406,37.7993049621582
2023-06-01,Larceny Theft,Lakeshore,1,-122.47410583496094,37.71322250366211
2023-06-01,Fraud,Chinatown,1,-122.40880813007246,37.798571322794096
2023-05-01,Forgery And Counterfeiting,Bayview Hunters Point,1,-122.39855590292183,37.73643307564665
2019-03-01,Motor Vehicle Theft,Noe Valley,1,-122.43439413678557,37.75449400871655
2024-06-01,Larceny Theft,Mission,1,-122.40436553955078,37.75312042236328
2019-07-01,Larceny Theft,Mission,2,-122.42236482023111,37.769867697086454
2022-06-01,Offences Against The Family And Children,Golden Gate Park,1,-122.4773628313276,37.76606248575656
2024-01-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.38143920898438,37.73058319091797
2021-09-01,Burglary,Mission,1,-122.41796112060547,37.758697509765625
2019-08-01,Assault,South of Market,1,-122.40718841552734,37.78329086303711
2023-03-01,Larceny Theft,Mission,1,-122.41065799878969,37.74949040114792
2021-08-01,Larceny Theft,Seacliff,1,-122.4914779663086,37.78422546386719
2021-09-01,Larceny Theft,Hayes Valley,1,-122.43612670898438,37.77520751953125
2019-11-01,Larceny Theft,Hayes Valley,1,-122.42298126220703,37.77688217163086
2020-04-01,Recovered Vehicle,Inner Richmond,1,-122.46923065185547,37.775123596191406
2019-12-01,Assault,Outer Mission,1,-122.42639116629013,37.73367501603134
2021-01-01,Malicious Mischief,Mission,1,-122.41687248251154,37.75876422799191
2018-12-01,Other Miscellaneous,Western Addition,1,-122.43023681640625,37.779781341552734
2022-02-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.40564727783203,37.73832321166992
2020-03-01,Suspicious Occ,Marina,1,-122.42872540381616,37.79699172390574
2021-02-01,Assault,Chinatown,1,-122.400681338465,37.79677684232083
2022-10-01,Robbery,Mission,1,-122.40633623830558,37.75300402962228
2021-09-01,Other Miscellaneous,Nob Hill,1,-122.40886368034795,37.79207995579044
2019-04-01,Other Miscellaneous,Tenderloin,2,-122.41780853271484,37.78470993041992
2023-10-01,Burglary,Sunset/Parkside,1,-122.50673653730274,37.75664585938931
2024-03-01,Suspicious Occ,Tenderloin,1,-122.416259765625,37.785377502441406
2022-04-01,Larceny Theft,Russian Hill,6,-122.42055996630992,37.806657732348235
2019-08-01,Other Miscellaneous,Bernal Heights,2,-122.41454315185547,37.7403450012207
2018-04-01,Larceny Theft,Excelsior,1,-122.43990325927734,37.71501541137695
2020-08-01,Assault,Mission,1,-122.41925811767578,37.775146484375
2024-07-01,Weapons Offense,Potrero Hill,2,-122.38597106933594,37.75422668457031
2019-07-01,Larceny Theft,Excelsior,1,-122.43280792236328,37.72161865234375
2022-05-01,Larceny Theft,Tenderloin,1,-122.41770935058594,37.784236907958984
2022-09-01,Larceny Theft,Hayes Valley,1,-122.428426181173,37.770451759416225
2023-03-01,Larceny Theft,Haight Ashbury,1,-122.45071018189665,37.769526043647296
2021-12-01,Vandalism,Mission,1,-122.42111206054688,37.77167892456055
2024-09-01,Non-Criminal,Tenderloin,1,-122.41899108886719,37.782169342041016
2022-10-01,Traffic Violation Arrest,Bayview Hunters Point,1,-122.38961791992188,37.72285079956055
2018-05-01,Other Offenses,South of Market,1,-122.41040149389688,37.77878537156561
2023-04-01,Fraud,Mission,1,-122.41802978515625,37.773475646972656
2020-08-01,Disorderly Conduct,Mission,1,-122.41982523539403,37.76667360056878
2023-01-01,Malicious Mischief,Oceanview/Merced/Ingleside,1,-122.4531577515376,37.71547096305595
2019-03-01,Larceny Theft,Castro/Upper Market,1,-122.43900299072266,37.7570915222168
2023-01-01,Lost Property,Noe Valley,1,-122.42545718125298,37.755029078131756
2019-03-01,Missing Person,South of Market,1,-122.41029357910156,37.782230377197266
2019-02-01,Motor Vehicle Theft,Inner Sunset,1,-122.45979037567987,37.76292593712371
2023-09-01,Motor Vehicle Theft,Golden Gate Park,1,-122.45948611950966,37.77416693305064
2018-01-01,Larceny Theft,Western Addition,1,-122.42246374465972,37.78268536745206
2018-05-01,Warrant,Tenderloin,1,-122.41423797607422,37.783721923828125
2024-08-01,Non-Criminal,Haight Ashbury,1,-122.43704223632812,37.77126693725586
2019-11-01,Recovered Vehicle,Mission,1,-122.42012816247913,37.761789138672455
2023-08-01,Larceny Theft,Outer Richmond,1,-122.50702474846696,37.776197746385165
