playerName,team,rating,region,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent,playerCategory
berryx,42,0.96,EMEA,169.5,0.87,60.0 %,118.7,0.62,0.31,0.00,0.00,37%,0.0 %,Breach,VCT-Game-Changer
tokameite,NSR.I,0.96,EMEA,172.2,0.91,71.0 %,116.9,0.62,0.36,0.04,0.06,29%,10%,"Sova, Skye, Viper",VCT-Game-Changer
Desi,FKS.S,0.96,EMEA,202.7,0.92,72.0 %,130.5,0.71,0.37,0.09,0.09,28%,23%,"Phoenix, Skye, Breach",VCT-Game-Changer
lenka,ZER.M,0.96,EMEA,190.7,0.97,69.0 %,130.5,0.69,0.18,0.10,0.07,31%,14%,"Killjoy, Cypher, Brimstone",VCT-Game-Changer
mimier,39,0.96,EMEA,194.0,0.78,67.0 %,129.4,0.64,0.33,0.05,0.03,28%,22%,Sova,VCT-Game-Changer
adora,HERO,0.96,EMEA,212.0,0.97,65.0 %,142.7,0.74,0.17,0.16,0.18,29%,9%,"Reyna, Raze, Jett",VCT-Game-Changer
xenia,HOWL.M,0.96,EMEA,199.1,0.96,66.0 %,134.5,0.73,0.24,0.13,0.13,30%,20%,"Breach, Sova, Viper",VCT-Game-Changer
Dorie,VT,0.95,EMEA,217.8,0.89,59.0 %,154.8,0.75,0.23,0.11,0.15,29%,8%,"Cypher, Killjoy",VCT-Game-Changer
Hannah,104,0.95,EMEA,222.8,0.87,70.0 %,138.2,0.71,0.41,0.09,0.08,22%,10%,"Clove, Harbor",VCT-Game-Changer
Kuripuuya,KC.GC,0.95,EMEA,180.7,0.88,71.0 %,117.9,0.61,0.35,0.09,0.08,27%,18%,"Viper, Omen, Astra",VCT-Game-Changer
Nescargot,Team,0.94,EMEA,178.9,0.90,68.0 %,119.2,0.62,0.28,0.07,0.09,32%,9%,"Cypher, Killjoy, Omen",VCT-Game-Changer
Cazuuu,Curs,0.94,EMEA,174.7,0.77,71.0 %,114.4,0.56,0.54,0.05,0.10,22%,0.0 %,Kayo,VCT-Game-Changer
Kaha,INC.GC,0.94,EMEA,173.5,0.79,71.0 %,118.6,0.59,0.37,0.09,0.09,24%,12%,"Astra, Skye, Kayo",VCT-Game-Changer
AleDa,Tama,0.94,EMEA,182.7,0.87,69.0 %,126.4,0.64,0.24,0.10,0.06,27%,0.0 %,"Killjoy, Cypher, Viper",VCT-Game-Changer
Viv,XL.GC,0.94,EMEA,182.5,0.96,79.0 %,106.1,0.69,0.39,0.09,0.07,19%,0.0 %,"Omen, Astra",VCT-Game-Changer
ninzakar,Buda,0.94,EMEA,160.8,0.80,71.0 %,106.6,0.59,0.44,0.04,0.07,30%,11%,"Skye, Breach",VCT-Game-Changer
strahlen,NB,0.94,EMEA,173.4,0.81,73.0 %,108.5,0.55,0.50,0.06,0.12,32%,55%,"Skye, Breach, Omen",VCT-Game-Changer
MayaMeow,CEL,0.94,EMEA,189.7,0.84,63.0 %,128.5,0.67,0.46,0.16,0.13,26%,0.0 %,"Kayo, Reyna",VCT-Game-Changer
Koneko,TOG,0.93,EMEA,215.1,0.97,68.0 %,140.5,0.75,0.24,0.18,0.22,22%,11%,"Skye, Breach, Jett",VCT-Game-Changer
Renestein,WITC,0.93,EMEA,162.0,0.90,68.0 %,118.1,0.60,0.19,0.02,0.04,29%,10%,Omen,VCT-Game-Changer
bellatr1x,(+3),0.93,EMEA,213.1,0.93,63.0 %,139.9,0.74,0.21,0.15,0.15,38%,15%,"Harbor, Kayo, Viper",VCT-Game-Changer
Neli,FKS.S,0.93,EMEA,183.6,0.89,73.0 %,121.6,0.63,0.31,0.08,0.08,22%,12%,"Sova, Gekko, Skye",VCT-Game-Changer
majusia,SK.N,0.93,EMEA,204.4,0.92,63.0 %,137.1,0.72,0.16,0.18,0.21,27%,22%,"Skye, Viper, Raze",VCT-Game-Changer
6sonya,O1O,0.93,EMEA,176.8,0.89,69.0 %,121.0,0.62,0.28,0.08,0.07,26%,8%,"Sova, Fade, Skye",VCT-Game-Changer
KXoma,FKS.S,0.93,EMEA,158.9,0.81,73.0 %,111.2,0.55,0.43,0.06,0.05,26%,11%,"Skye, Breach, Kayo",VCT-Game-Changer
ginger,aTTaX,0.93,EMEA,195.0,0.98,66.0 %,127.6,0.71,0.21,0.07,0.11,22%,18%,"Cypher, Killjoy, Brimstone",VCT-Game-Changer
leeni,FKS.S,0.92,EMEA,209.4,0.89,67.0 %,137.1,0.70,0.21,0.19,0.20,20%,14%,"Raze, Jett, Breach",VCT-Game-Changer
Serena,VLNT,0.92,EMEA,176.4,0.87,70.0 %,118.6,0.62,0.30,0.06,0.05,34%,18%,"Sova, Gekko, Sage",VCT-Game-Changer
speedowka,KC.GC,0.92,EMEA,170.9,0.88,75.0 %,112.3,0.62,0.42,0.05,0.07,34%,13%,"Skye, Breach, Kayo",VCT-Game-Changer
Harmonee,aTTaX,0.92,EMEA,179.1,0.88,68.0 %,122.7,0.62,0.26,0.07,0.10,26%,23%,"Sova, Skye, Fade",VCT-Game-Changer
Ralbai,43,0.92,EMEA,187.0,0.80,74.0 %,141.0,0.65,0.33,0.19,0.09,24%,0.0 %,"Omen, Viper",VCT-Game-Changer
pics,Visi,0.92,EMEA,198.7,0.88,69.0 %,134.5,0.74,0.37,0.04,0.13,31%,8%,"Breach, Kayo",VCT-Game-Changer
taromie,FKS.S,0.92,EMEA,175.1,0.89,67.0 %,121.2,0.61,0.32,0.08,0.09,28%,14%,"Killjoy, Omen, Brimstone",VCT-Game-Changer
juliette,AMZ.GC,0.91,EMEA,168.2,0.78,74.0 %,114.1,0.57,0.57,0.03,0.07,33%,7%,"Breach, Kayo",VCT-Game-Changer
Ninou,VLNT,0.91,EMEA,167.0,0.82,73.0 %,111.1,0.55,0.44,0.04,0.06,19%,16%,"Breach, Kayo, Skye",VCT-Game-Changer
auri,NB,0.91,EMEA,181.2,0.84,66.0 %,128.2,0.64,0.21,0.10,0.09,26%,8%,"Cypher, Killjoy, Viper",VCT-Game-Changer
matrix,KC.GC,0.91,EMEA,215.6,0.95,68.0 %,142.0,0.75,0.15,0.18,0.19,35%,18%,"Raze, Jett, Neon",VCT-Game-Changer
lirowe,39,0.91,EMEA,196.0,0.79,72.0 %,129.4,0.67,0.13,0.15,0.13,28%,13%,"Killjoy, Cypher",VCT-Game-Changer
Gianta,RFS,0.90,EMEA,162.3,0.80,71.0 %,111.0,0.58,0.40,0.08,0.05,31%,19%,"Omen, Viper, Cypher",VCT-Game-Changer
T4C,Curs,0.90,EMEA,160.0,0.73,57.0 %,117.8,0.57,0.36,0.07,0.05,27%,0.0 %,Breach,VCT-Game-Changer
LokiPro,Wild,0.90,EMEA,206.3,0.75,59.0 %,128.0,0.63,0.28,0.07,0.08,18%,18%,"Astra, Clove",VCT-Game-Changer
Flora,F9,0.90,EMEA,187.0,0.91,63.0 %,122.5,0.67,0.20,0.05,0.08,28%,17%,"Gekko, Omen",VCT-Game-Changer
Alicita,Team,0.90,EMEA,184.0,0.83,61.0 %,120.3,0.63,0.34,0.04,0.11,30%,17%,"Brimstone, Viper, Omen",VCT-Game-Changer
aiko,Huge,0.90,EMEA,212.0,0.88,75.0 %,141.3,0.70,0.35,0.15,0.10,27%,0.0 %,Breach,VCT-Game-Changer
LiriLia,KC.GC,0.90,EMEA,170.9,0.83,72.0 %,118.8,0.57,0.42,0.05,0.07,29%,6%,"Breach, Astra, Gekko",VCT-Game-Changer
Looxie,(+6),0.90,EMEA,181.4,0.86,69.0 %,119.8,0.64,0.28,0.09,0.10,37%,19%,"Sova, Viper, Omen",VCT-Game-Changer
Flawless,NOM.L,0.90,EMEA,181.0,0.77,63.0 %,121.6,0.63,0.08,0.03,0.05,26%,11%,"Gekko, Fade",VCT-Game-Changer
Venn,Goat,0.90,EMEA,181.0,0.74,59.0 %,112.5,0.63,0.22,0.03,0.09,24%,14%,"Fade, Breach",VCT-Game-Changer
Thykuza,VLNT,0.90,EMEA,230.3,0.91,62.0 %,146.8,0.77,0.19,0.22,0.24,24%,21%,"Jett, Raze",VCT-Game-Changer
Lil,LUA,0.89,EMEA,187.2,0.73,75.0 %,117.4,0.62,0.53,0.07,0.11,25%,13%,Breach,VCT-Game-Changer
riri,NYAN,0.89,EMEA,151.5,0.75,69.0 %,94.6,0.56,0.39,0.05,0.08,29%,0.0 %,"Sova, Breach",VCT-Game-Changer
door,PXU.GC,0.89,EMEA,206.5,0.81,69.0 %,135.4,0.63,0.26,0.18,0.15,20%,25%,"Raze, Jett",VCT-Game-Changer
Dior,4RL.H,0.89,EMEA,176.5,0.76,62.0 %,106.5,0.65,0.26,0.00,0.09,28%,25%,"Viper, Omen",VCT-Game-Changer
ASSIMETRIA,(+1),0.88,EMEA,191.4,0.84,71.0 %,130.1,0.65,0.25,0.06,0.08,22%,8%,"Skye, Sova, Omen",VCT-Game-Changer
Mel,VLNT,0.88,EMEA,171.0,0.83,71.0 %,110.3,0.60,0.40,0.06,0.10,30%,11%,"Omen, Brimstone, Viper",VCT-Game-Changer
Niiko,ANM,0.88,EMEA,209.7,0.90,70.0 %,133.2,0.70,0.27,0.16,0.14,29%,9%,"Killjoy, Cypher",VCT-Game-Changer
Mali,FMG.GC,0.88,EMEA,184.0,0.87,65.0 %,119.2,0.68,0.15,0.14,0.18,24%,30%,"Jett, Raze",VCT-Game-Changer
Blossi,aTTaX,0.88,EMEA,164.8,0.81,67.0 %,111.4,0.57,0.42,0.06,0.10,26%,6%,"Viper, Omen, Astra",VCT-Game-Changer
Loupiote,ZER.M,0.88,EMEA,166.0,0.84,73.0 %,110.1,0.57,0.31,0.06,0.07,23%,19%,"Skye, Sova, Gekko",VCT-Game-Changer
Nina,39,0.88,EMEA,184.5,0.73,74.0 %,108.6,0.56,0.51,0.03,0.03,39%,0.0 %,Omen,VCT-Game-Changer
Juja,IL,0.87,EMEA,158.2,0.82,73.0 %,103.5,0.56,0.39,0.06,0.08,25%,27%,"Omen, Astra, Viper",VCT-Game-Changer
angelka,FOG,0.87,EMEA,190.4,0.84,77.0 %,118.8,0.66,0.36,0.08,0.06,16%,21%,"Omen, Jett, Brimstone",VCT-Game-Changer
Marie,PRS,0.87,EMEA,218.5,0.79,63.0 %,149.4,0.69,0.13,0.03,0.03,29%,0.0 %,"Cypher, Killjoy",VCT-Game-Changer
Mais,PXU.GC,0.87,EMEA,169.5,0.80,67.0 %,114.1,0.60,0.18,0.06,0.06,29%,13%,"Cypher, Fade, Sova",VCT-Game-Changer
Luzia,XL.GC,0.87,EMEA,175.5,0.77,62.0 %,115.3,0.62,0.37,0.07,0.11,31%,24%,"Kayo, Breach, Astra",VCT-Game-Changer
meryl,INC.GC,0.87,EMEA,170.6,0.81,74.0 %,112.7,0.61,0.38,0.06,0.07,26%,13%,"Gekko, Skye, Breach",VCT-Game-Changer
Noemium,LUA,0.86,EMEA,212.6,0.84,68.0 %,141.0,0.71,0.18,0.14,0.15,22%,14%,"Raze, Jett, Yoru",VCT-Game-Changer
Agla,Team,0.86,EMEA,182.2,0.79,70.0 %,119.4,0.61,0.22,0.11,0.08,21%,13%,"Gekko, Harbor, Sova",VCT-Game-Changer
Salty,Veni,0.86,EMEA,169.4,0.77,69.0 %,110.2,0.58,0.41,0.07,0.08,19%,7%,"Sova, Astra, Viper",VCT-Game-Changer
NAKSU,RZN,0.85,EMEA,198.7,0.83,66.0 %,134.7,0.67,0.15,0.15,0.17,29%,13%,"Raze, Jett, Yoru",VCT-Game-Changer
Cla,NSR.I,0.85,EMEA,181.3,0.83,66.0 %,118.0,0.64,0.16,0.09,0.19,24%,14%,"Jett, Raze",VCT-Game-Changer
Aiki,OPY.F,0.85,EMEA,161.4,0.78,61.0 %,107.2,0.57,0.19,0.04,0.07,25%,18%,"Gekko, Viper, Killjoy",VCT-Game-Changer
er1no,axol,0.85,EMEA,185.1,0.83,65.0 %,123.1,0.67,0.21,0.13,0.10,24%,9%,"Cypher, Viper",VCT-Game-Changer
Vivi,CEL,0.85,EMEA,209.8,0.86,63.0 %,140.1,0.75,0.10,0.19,0.14,35%,0.0 %,"Iso, Raze, Jett",VCT-Game-Changer
Iczy,INC.GC,0.84,EMEA,162.1,0.75,62.0 %,106.5,0.57,0.31,0.03,0.07,27%,10%,"Viper, Omen, Brimstone",VCT-Game-Changer
cataLina,ZER.M,0.84,EMEA,158.1,0.77,71.0 %,99.8,0.54,0.44,0.06,0.11,33%,14%,"Breach, Kayo, Omen",VCT-Game-Changer
Sylva,XL.GC,0.84,EMEA,183.6,0.83,68.0 %,116.2,0.64,0.28,0.10,0.10,26%,11%,"Kayo, Breach, Harbor",VCT-Game-Changer
sleepy,CTRL,0.84,EMEA,191.8,0.77,58.0 %,122.9,0.67,0.14,0.07,0.07,34%,0.0 %,"Astra, Killjoy, Omen",VCT-Game-Changer
alucaraa,Para,0.83,EMEA,187.0,0.87,65.0 %,121.1,0.66,0.12,0.09,0.16,18%,17%,"Raze, Sova",VCT-Game-Changer
eggy,PXU.GC,0.83,EMEA,156.1,0.71,65.0 %,102.7,0.55,0.38,0.05,0.04,27%,12%,"Omen, Breach, Sova",VCT-Game-Changer
Janevra,L2W,0.83,EMEA,201.0,0.72,59.0 %,125.2,0.66,0.13,0.16,0.22,25%,0.0 %,"Reyna, Cypher",VCT-Game-Changer
inari,GMX.L,0.83,EMEA,161.6,0.72,69.0 %,111.8,0.54,0.45,0.05,0.08,27%,10%,"Kayo, Breach, Skye",VCT-Game-Changer
n4la,RZN,0.82,EMEA,185.5,0.78,58.0 %,121.1,0.64,0.21,0.08,0.14,38%,15%,"Omen, Killjoy, Sova",VCT-Game-Changer
juls,Team,0.82,EMEA,174.0,0.75,58.0 %,121.2,0.58,0.11,0.00,0.08,33%,17%,Sova,VCT-Game-Changer
JaddeWP,Lotu,0.82,EMEA,222.0,0.74,61.0 %,147.8,0.71,0.14,0.11,0.25,36%,0.0 %,"Cypher, Killjoy",VCT-Game-Changer
microwaved,34,0.82,EMEA,186.5,0.61,53.0 %,131.3,0.59,0.26,0.06,0.03,32%,10%,"Clove, Viper",VCT-Game-Changer
rena,(+2),0.82,EMEA,181.1,0.85,68.0 %,116.2,0.63,0.18,0.10,0.11,22%,13%,"Cypher, Viper, Chamber",VCT-Game-Changer
sia,SK.N,0.81,EMEA,166.4,0.80,64.0 %,113.8,0.59,0.23,0.08,0.10,36%,18%,"Viper, Killjoy, Sova",VCT-Game-Changer
AsuKa,4e,0.81,EMEA,163.0,0.78,65.0 %,117.8,0.58,0.14,0.14,0.07,32%,0.0 %,"Killjoy, Cypher",VCT-Game-Changer
natz,Nani,0.81,EMEA,203.5,0.79,53.0 %,130.1,0.72,0.17,0.14,0.06,26%,20%,Breach,VCT-Game-Changer
Nariel,BLAZ,0.81,EMEA,181.3,0.80,62.0 %,121.1,0.64,0.17,0.13,0.19,22%,12%,"Jett, Raze",VCT-Game-Changer
Chiyoko,TOG,0.81,EMEA,173.0,0.79,60.0 %,118.7,0.61,0.23,0.11,0.08,24%,11%,"Omen, Killjoy",VCT-Game-Changer
Samsi,SK.N,0.81,EMEA,173.1,0.81,62.0 %,118.5,0.61,0.18,0.05,0.09,20%,7%,"Killjoy, Cypher",VCT-Game-Changer
Mon,Ciel,0.81,EMEA,170.0,0.81,67.0 %,109.9,0.63,0.31,0.01,0.13,25%,25%,"Omen, Brimstone, Cypher",VCT-Game-Changer
Syllene,FF,0.80,EMEA,177.0,0.79,64.0 %,122.4,0.62,0.23,0.05,0.11,33%,0.0 %,"Cypher, Reyna, Killjoy",VCT-Game-Changer
Lexa,TWIS.O,0.80,EMEA,190.8,0.73,59.0 %,131.0,0.63,0.26,0.08,0.17,38%,6%,"Sova, Skye, Fade",VCT-Game-Changer
selin,FMG.GC,0.80,EMEA,147.1,0.75,63.0 %,103.9,0.54,0.17,0.04,0.05,22%,17%,"Killjoy, Cypher",VCT-Game-Changer
Eluny,Sock,0.80,EMEA,169.7,0.69,66.0 %,112.2,0.55,0.29,0.08,0.09,16%,11%,"Omen, Killjoy",VCT-Game-Changer
zaina,GnG.W,0.80,EMEA,164.6,0.76,71.0 %,99.9,0.59,0.42,0.05,0.13,30%,9%,"Breach, Skye",VCT-Game-Changer
sae2,NB,0.79,EMEA,125.5,0.76,66.0 %,76.9,0.46,0.30,0.01,0.04,19%,30%,"Viper, Omen",VCT-Game-Changer
melloney,LXT,0.79,EMEA,174.4,0.75,68.0 %,118.0,0.61,0.30,0.12,0.08,26%,5%,"Killjoy, Omen, Deadlock",VCT-Game-Changer
mimi,SK.N,0.79,EMEA,161.6,0.77,61.0 %,107.3,0.60,0.22,0.06,0.13,32%,18%,"Omen, Sage, Breach",VCT-Game-Changer
lily,FMG.GC,0.79,EMEA,167.5,0.66,62.0 %,110.3,0.54,0.34,0.06,0.11,22%,17%,"Sova, Viper, Omen",VCT-Game-Changer
gracelyn,Aqui,0.79,EMEA,184.0,0.68,61.0 %,122.5,0.53,0.42,0.00,0.14,33%,0.0 %,"Viper, Omen",VCT-Game-Changer
Potato,LUA,0.78,EMEA,170.3,0.75,63.0 %,105.2,0.61,0.15,0.07,0.13,28%,4%,"Reyna, Jett, Cypher",VCT-Game-Changer
B3AUTIFUL,ALL.C,0.78,EMEA,175.0,0.72,61.0 %,117.8,0.61,0.21,0.11,0.03,22%,17%,Breach,VCT-Game-Changer
yua,(+1),0.78,EMEA,143.3,0.68,69.0 %,92.4,0.51,0.33,0.02,0.04,28%,0.0 %,"Brimstone, Viper, Omen",VCT-Game-Changer
lilHass,Team,0.78,EMEA,171.0,0.74,68.0 %,110.1,0.60,0.43,0.03,0.11,26%,9%,Breach,VCT-Game-Changer
Elisa,NB,0.78,EMEA,184.0,0.82,64.0 %,123.7,0.67,0.31,0.10,0.18,46%,43%,"Omen, Phoenix",VCT-Game-Changer
Cille,HERO,0.78,EMEA,161.7,0.73,63.0 %,109.1,0.57,0.32,0.05,0.09,30%,12%,"Omen, Viper, Brimstone",VCT-Game-Changer
yukina,HeX,0.77,EMEA,174.7,0.76,57.0 %,118.1,0.63,0.13,0.06,0.06,22%,7%,"Sova, Raze, Reyna",VCT-Game-Changer
Duuuda,OPY.F,0.77,EMEA,176.0,0.72,64.0 %,122.0,0.57,0.17,0.07,0.10,45%,25%,"Breach, Sova, Fade",VCT-Game-Changer
froanzi,36,0.77,EMEA,181.5,0.70,69.0 %,123.6,0.58,0.22,0.08,0.19,25%,0.0 %,"Cypher, Yoru",VCT-Game-Changer
Tretli,PXU.GC,0.77,EMEA,169.6,0.73,59.0 %,116.6,0.58,0.21,0.07,0.11,26%,7%,"Sova, Sage, Breach",VCT-Game-Changer
SUPERPHROG,HERO,0.77,EMEA,156.3,0.76,61.0 %,109.9,0.58,0.16,0.07,0.11,34%,13%,"Skye, Gekko, Raze",VCT-Game-Changer
Ixela,HOWL.M,0.77,EMEA,160.7,0.71,67.0 %,105.1,0.54,0.36,0.08,0.10,28%,10%,"Omen, Kayo, Astra",VCT-Game-Changer
Effy,LXT,0.77,EMEA,146.5,0.63,52.0 %,92.2,0.52,0.21,0.03,0.12,21%,0.0 %,"Deadlock, Harbor",VCT-Game-Changer
nugget,GMX.L,0.77,EMEA,149.0,0.65,69.0 %,95.1,0.48,0.18,0.05,0.05,20%,0.0 %,Cypher,VCT-Game-Changer
miya,RZN,0.76,EMEA,164.6,0.70,69.0 %,114.9,0.60,0.33,0.06,0.05,30%,9%,Omen,VCT-Game-Changer
sofia,PXU.GC,0.76,EMEA,151.9,0.68,61.0 %,94.4,0.53,0.29,0.05,0.11,30%,20%,"Killjoy, Cypher, Omen",VCT-Game-Changer
heartlxss,47,0.76,EMEA,182.0,0.77,66.0 %,113.2,0.64,0.06,0.06,0.11,36%,0.0 %,"Fade, Jett",VCT-Game-Changer
Llia,OPY.F,0.75,EMEA,167.0,0.71,59.0 %,114.2,0.55,0.20,0.07,0.15,15%,0.0 %,"Cypher, Killjoy",VCT-Game-Changer
Raina,BLAZ,0.75,EMEA,161.3,0.65,68.0 %,107.6,0.53,0.30,0.06,0.09,17%,0.0 %,"Sova, Omen",VCT-Game-Changer
Rea,39,0.75,EMEA,140.5,0.69,54.0 %,103.3,0.56,0.18,0.08,0.05,41%,50%,Sova,VCT-Game-Changer
Julie,TOG,0.75,EMEA,149.8,0.63,64.0 %,106.1,0.49,0.33,0.03,0.10,24%,14%,"Sova, Skye, Omen",VCT-Game-Changer
Meganee,CG.GC,0.74,EMEA,137.0,0.72,58.0 %,97.2,0.56,0.12,0.10,0.20,17%,0.0 %,Jett,VCT-Game-Changer
Anka,INC.GC,0.74,EMEA,165.0,0.70,63.0 %,121.2,0.61,0.24,0.13,0.13,17%,0.0 %,Raze,VCT-Game-Changer
Satana,NYAN,0.74,EMEA,169.8,0.72,59.0 %,121.3,0.60,0.14,0.06,0.18,25%,33%,"Jett, Raze",VCT-Game-Changer
Sunshiny,(+1),0.73,EMEA,181.6,0.69,60.0 %,124.5,0.60,0.20,0.14,0.18,26%,6%,"Raze, Jett, Yoru",VCT-Game-Changer
Yashi,BLAZ,0.73,EMEA,169.7,0.68,64.0 %,113.3,0.57,0.28,0.10,0.11,23%,5%,"Omen, Viper, Deadlock",VCT-Game-Changer
mavi,Athe,0.72,EMEA,167.6,0.72,70.0 %,108.3,0.56,0.33,0.09,0.12,23%,5%,"Omen, Brimstone, Killjoy",VCT-Game-Changer
Alora,(+3),0.72,EMEA,145.9,0.64,56.0 %,96.8,0.50,0.23,0.07,0.09,28%,6%,"Breach, Kayo, Gekko",VCT-Game-Changer
sinommi,20,0.72,EMEA,173.0,0.73,60.0 %,123.1,0.55,0.25,0.00,0.15,35%,0.0 %,Cypher,VCT-Game-Changer
Sidra,EMUs,0.72,EMEA,166.3,0.74,64.0 %,112.8,0.58,0.18,0.11,0.18,27%,0.0 %,"Raze, Jett, Omen",VCT-Game-Changer
Lilith,Lil,0.72,EMEA,175.5,0.66,63.0 %,106.3,0.59,0.25,0.06,0.19,27%,0.0 %,"Breach, Raze",VCT-Game-Changer
Deria,Vien,0.71,EMEA,152.4,0.66,63.0 %,101.8,0.54,0.43,0.03,0.06,29%,21%,"Kayo, Breach",VCT-Game-Changer
Shura,axol,0.71,EMEA,179.9,0.76,55.0 %,122.1,0.62,0.16,0.15,0.28,18%,0.0 %,"Jett, Raze, Chamber",VCT-Game-Changer
Zoe,Wild,0.71,EMEA,176.5,0.54,41.0 %,124.7,0.48,0.17,0.10,0.07,15%,0.0 %,Raze,VCT-Game-Changer
Ara,SOA,0.71,EMEA,139.5,0.65,60.0 %,96.4,0.48,0.12,0.07,0.07,22%,0.0 %,"Viper, Harbor",VCT-Game-Changer
Chrissy,NB,0.70,EMEA,189.8,0.77,58.0 %,120.0,0.65,0.12,0.18,0.26,21%,0.0 %,"Jett, Raze",VCT-Game-Changer
BabaRoga,Aim,0.70,EMEA,197.0,0.71,45.0 %,114.9,0.67,0.00,0.12,0.18,25%,0.0 %,"Jett, Raze",VCT-Game-Changer
Nora,30,0.69,EMEA,192.0,0.66,60.0 %,125.1,0.63,0.13,0.20,0.27,22%,0.0 %,Jett,VCT-Game-Changer
flora,Visi,0.69,EMEA,176.8,0.72,60.0 %,121.9,0.62,0.17,0.14,0.16,24%,40%,"Raze, Jett, Neon",VCT-Game-Changer
neon,47,0.69,EMEA,171.0,0.69,55.0 %,110.8,0.53,0.15,0.09,0.23,27%,17%,"Cypher, Killjoy",VCT-Game-Changer
Meloxy,Tama,0.69,EMEA,183.0,0.58,64.0 %,121.3,0.54,0.46,0.08,0.08,19%,18%,Omen,VCT-Game-Changer
bloom,32,0.69,EMEA,143.0,0.54,59.0 %,90.7,0.47,0.22,0.06,0.09,33%,25%,Omen,VCT-Game-Changer
Mini,36,0.68,EMEA,185.5,0.70,64.0 %,123.7,0.64,0.06,0.08,0.08,25%,0.0 %,"Cypher, Killjoy",VCT-Game-Changer
bubu,DRK,0.68,EMEA,159.2,0.67,55.0 %,110.4,0.56,0.14,0.08,0.11,35%,15%,"Omen, Viper, Deadlock",VCT-Game-Changer
oceyy,30,0.68,EMEA,153.0,0.59,57.0 %,103.0,0.53,0.40,0.07,0.17,23%,0.0 %,Omen,VCT-Game-Changer
mirai,RZN,0.68,EMEA,176.0,0.70,61.0 %,120.1,0.58,0.15,0.06,0.12,29%,20%,"Sova, Omen",VCT-Game-Changer
s4lmon,CEL,0.68,EMEA,124.0,0.62,59.0 %,77.7,0.45,0.29,0.01,0.10,15%,12%,"Gekko, Breach",VCT-Game-Changer
cloudy,Athe,0.67,EMEA,157.0,0.65,75.0 %,109.0,0.56,0.39,0.08,0.17,28%,0.0 %,"Skye, Breach",VCT-Game-Changer
Dina,RZN,0.67,EMEA,167.0,0.69,59.0 %,113.8,0.60,0.23,0.12,0.19,27%,14%,"Raze, Jett",VCT-Game-Changer
riviéra,31,0.66,EMEA,156.5,0.59,55.0 %,96.0,0.55,0.23,0.03,0.00,33%,0.0 %,Omen,VCT-Game-Changer
Narcius,MadW,0.66,EMEA,170.5,0.69,63.0 %,112.1,0.63,0.13,0.00,0.06,26%,0.0 %,"Viper, Omen",VCT-Game-Changer
Lissu,RZN,0.66,EMEA,129.4,0.57,57.0 %,89.8,0.44,0.26,0.04,0.12,17%,20%,"Breach, Fade, Sova",VCT-Game-Changer
Redara,43,0.65,EMEA,117.0,0.53,60.0 %,83.6,0.40,0.30,0.02,0.05,26%,29%,Breach,VCT-Game-Changer
Axuspes,102,0.65,EMEA,160.8,0.60,55.0 %,113.8,0.54,0.18,0.14,0.22,29%,25%,Jett,VCT-Game-Changer
zeyzey,Tama,0.65,EMEA,178.8,0.69,56.0 %,120.5,0.61,0.17,0.19,0.25,31%,0.0 %,"Jett, Neon, Raze",VCT-Game-Changer
003,21,0.64,EMEA,226.0,0.81,57.0 %,136.9,0.81,0.10,0.19,0.29,44%,0.0 %,Clove,VCT-Game-Changer
mous1e,YDZQ,0.64,EMEA,154.0,0.56,57.0 %,109.9,0.48,0.19,0.10,0.10,27%,0.0 %,Raze,VCT-Game-Changer
evyy,30,0.64,EMEA,157.5,0.57,67.0 %,101.3,0.57,0.37,0.03,0.03,22%,0.0 %,Breach,VCT-Game-Changer
niciplesss,IRIS,0.64,EMEA,128.5,0.71,68.0 %,82.9,0.50,0.14,0.06,0.18,32%,0.0 %,Cypher,VCT-Game-Changer
Valyyrian,LXT,0.64,EMEA,191.3,0.68,57.0 %,128.8,0.65,0.11,0.11,0.17,28%,0.0 %,"Jett, Raze, Neon",VCT-Game-Changer
jumi,EMUs,0.64,EMEA,147.5,0.58,61.0 %,104.0,0.50,0.17,0.11,0.11,24%,0.0 %,"Cypher, Harbor",VCT-Game-Changer
hruslin,RAKU,0.63,EMEA,119.0,0.53,66.0 %,80.0,0.40,0.38,0.00,0.09,24%,17%,Breach,VCT-Game-Changer
Miyu,FKS.S,0.63,EMEA,132.7,0.54,63.0 %,89.2,0.44,0.35,0.03,0.06,24%,12%,"Viper, Omen",VCT-Game-Changer
Saara,LXT,0.62,EMEA,175.0,0.63,58.0 %,119.1,0.61,0.00,0.18,0.21,29%,0.0 %,Jett,VCT-Game-Changer
Ayaèrna,CG.GC,0.62,EMEA,148.5,0.59,56.0 %,99.6,0.46,0.32,0.02,0.08,16%,0.0 %,Sova,VCT-Game-Changer
Darum0n,DOES,0.62,EMEA,148.3,0.58,53.0 %,99.9,0.49,0.16,0.05,0.08,30%,16%,"Gekko, Sova",VCT-Game-Changer
tessko,PXU.GC,0.61,EMEA,153.5,0.47,56.0 %,106.0,0.41,0.23,0.13,0.23,6%,33%,Raze,VCT-Game-Changer
