playerName,team,rating,region,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent,playerCategory
Kouf,AMB,1.53,Americas,298.0,1.48,74.0 %,185.9,1.03,0.36,0.13,0.03,35%,15%,"Reyna, Kayo",VCT-Challengers
nelu,63,1.31,Americas,266.7,1.15,75.0 %,182.0,0.86,0.40,0.06,0.06,30%,21%,"Viper, Sova, Breach",VCT-Challengers
welyy,Blue,1.31,Americas,240.9,1.26,74.0 %,164.1,0.82,0.39,0.07,0.04,27%,10%,"Sova, Fade, Breach",VCT-Challengers
ShoT_UP,TOR,1.29,Americas,240.2,1.25,78.0 %,158.6,0.82,0.40,0.06,0.06,25%,25%,"Skye, Astra, Killjoy",VCT-Challengers
mada,NRG,1.26,Americas,268.8,1.34,76.0 %,172.9,0.93,0.19,0.24,0.13,26%,11%,"Raze, Jett, Reyna",VCT-Challengers
MattyIce,Equi,1.26,Americas,256.5,1.27,58.0 %,166.1,1.00,0.06,0.03,0.18,42%,17%,"Chamber, Cypher",VCT-Challengers
PapaSmurf,VEXO,1.24,Americas,247.3,1.19,81.0 %,160.0,0.89,0.42,0.06,0.06,22%,10%,"Viper, Omen",VCT-Challengers
sonofcar,LS,1.24,Americas,257.6,1.32,75.0 %,171.0,0.94,0.20,0.24,0.13,26%,24%,"Chamber, Raze, Jett",VCT-Challengers
Sueiy,DXG,1.23,Americas,219.5,1.13,74.0 %,144.6,0.86,0.45,0.07,0.10,34%,30%,"Omen, Astra",VCT-Challengers
florescent,SR,1.23,Americas,267.9,1.23,71.0 %,178.2,0.92,0.22,0.17,0.14,26%,15%,"Raze, Jett",VCT-Challengers
kajsiab,43,1.22,Americas,230.0,1.00,67.0 %,166.8,0.72,0.26,0.09,0.05,42%,0.0 %,Sova,VCT-Challengers
practo,Non-,1.22,Americas,246.3,1.17,69.0 %,166.7,0.88,0.14,0.07,0.05,35%,13%,"Sova, Viper",VCT-Challengers
Suhnny,FLUX,1.22,Americas,253.0,1.33,71.0 %,157.9,0.95,0.21,0.07,0.07,28%,20%,"Gekko, Fade",VCT-Challengers
Casual,Scrub,1.22,Americas,283.0,1.36,65.0 %,175.0,1.05,0.12,0.05,0.09,39%,17%,"Astra, Omen",VCT-Challengers
Huso,FH,1.21,Americas,233.8,1.18,77.0 %,156.2,0.82,0.21,0.16,0.09,21%,24%,"Raze, Jett",VCT-Challengers
moose,C9,1.21,Americas,212.4,1.43,77.0 %,140.8,0.77,0.25,0.10,0.05,22%,15%,"Cypher, Killjoy",VCT-Challengers
Android,40,1.20,Americas,259.0,1.19,60.0 %,173.5,0.95,0.18,0.15,0.05,25%,33%,Viper,VCT-Challengers
Shondex,Blue,1.20,Americas,232.5,1.52,71.0 %,151.2,0.91,0.22,0.11,0.09,36%,0.0 %,"Cypher, Viper",VCT-Challengers
nabil,RESO,1.19,Americas,230.9,1.29,76.0 %,146.0,0.84,0.19,0.17,0.05,25%,25%,"Killjoy, Cypher",VCT-Challengers
v1c,C9,1.19,Americas,225.7,1.27,78.0 %,146.0,0.79,0.36,0.10,0.06,27%,10%,"Omen, Cypher, Brimstone",VCT-Challengers
c4Lypso,TU,1.19,Americas,239.8,1.23,72.0 %,154.9,0.86,0.29,0.12,0.09,33%,14%,"Omen, Viper, Chamber",VCT-Challengers
Verno,NRG,1.18,Americas,199.5,1.28,76.0 %,135.8,0.72,0.34,0.06,0.06,29%,18%,"Killjoy, Gekko, Sova",VCT-Challengers
XXiF,QOR,1.18,Americas,219.4,1.27,75.0 %,148.8,0.78,0.22,0.09,0.06,27%,13%,"Viper, Killjoy, Cypher",VCT-Challengers
miniature,DTL,1.18,Americas,253.0,1.14,64.0 %,168.1,0.82,0.21,0.23,0.31,23%,29%,"Raze, Reyna",VCT-Challengers
jeffie,ROSE,1.17,Americas,221.2,1.16,68.0 %,152.2,0.76,0.28,0.08,0.07,36%,18%,"Viper, Cypher, Killjoy",VCT-Challengers
brawk,MxS,1.17,Americas,205.3,1.21,76.0 %,135.5,0.73,0.34,0.05,0.05,22%,14%,"Killjoy, Skye, Gekko",VCT-Challengers
geeza,MU,1.17,Americas,223.7,1.24,73.0 %,150.4,0.86,0.14,0.11,0.08,32%,22%,"Killjoy, Cypher, Reyna",VCT-Challengers
Kyu,AMB,1.16,Americas,233.7,1.19,75.0 %,151.8,0.81,0.35,0.10,0.10,28%,15%,"Sova, Fade, Jett",VCT-Challengers
Neat,AOE,1.16,Americas,225.6,1.10,75.0 %,146.3,0.78,0.32,0.04,0.06,19%,11%,"Omen, Brimstone",VCT-Challengers
Spaz,BLIN,1.16,Americas,202.6,1.13,76.0 %,130.6,0.69,0.46,0.07,0.07,21%,24%,"Viper, Omen, Astra",VCT-Challengers
Melvin,UCSD,1.15,Americas,275.5,1.15,65.0 %,174.9,0.91,0.12,0.09,0.15,38%,0.0 %,Jett,VCT-Challengers
Simulate,LAG,1.15,Americas,238.5,1.14,65.0 %,149.5,0.87,0.11,0.07,0.13,31%,33%,Raze,VCT-Challengers
zeldris,QOR,1.15,Americas,257.6,1.23,73.0 %,165.2,0.91,0.18,0.22,0.15,21%,10%,"Jett, Raze",VCT-Challengers
chase,Cudd,1.15,Americas,244.5,1.15,81.0 %,158.4,0.90,0.24,0.07,0.05,27%,40%,Viper,VCT-Challengers
noj,Yonk,1.15,Americas,201.5,1.03,62.0 %,133.7,0.77,0.36,0.03,0.13,31%,29%,"Sage, Killjoy",VCT-Challengers
collin,38,1.14,Americas,278.5,1.16,71.0 %,180.6,0.95,0.21,0.26,0.08,38%,0.0 %,"Jett, Raze",VCT-Challengers
Bob,Blue,1.14,Americas,213.8,1.17,75.0 %,143.7,0.76,0.30,0.09,0.05,31%,14%,"Sova, Skye, Gekko",VCT-Challengers
Entri,Inst,1.14,Americas,220.0,1.07,67.0 %,142.8,0.77,0.18,0.11,0.10,23%,24%,"Jett, Deadlock",VCT-Challengers
Timotino,ROSE,1.14,Americas,236.7,1.05,71.0 %,160.1,0.82,0.18,0.09,0.13,30%,0.0 %,"Raze, Harbor, Jett",VCT-Challengers
penny,G2,1.13,Americas,239.9,1.18,73.0 %,157.4,0.82,0.19,0.16,0.14,22%,14%,"Raze, Jett, Reyna",VCT-Challengers
ensena,44,1.13,Americas,226.5,1.03,73.0 %,149.0,0.77,0.18,0.18,0.18,26%,0.0 %,"Jett, Chamber",VCT-Challengers
zander,100T,1.13,Americas,225.3,1.16,76.0 %,142.6,0.79,0.40,0.11,0.10,27%,17%,"Viper, Omen, Brimstone",VCT-Challengers
Notexxd,LS,1.13,Americas,216.0,1.14,76.0 %,142.4,0.77,0.39,0.11,0.09,35%,22%,"Viper, Omen, Brimstone",VCT-Challengers
koalanoob,M80,1.12,Americas,233.3,1.20,73.0 %,147.2,0.82,0.25,0.19,0.13,21%,15%,"Omen, Jett, Raze",VCT-Challengers
ducq,Pros,1.12,Americas,232.3,1.00,63.0 %,163.4,0.77,0.32,0.08,0.11,22%,15%,"Killjoy, Sage, Kayo",VCT-Challengers
Cactus,CCG,1.12,Americas,236.3,1.23,69.0 %,158.5,0.87,0.14,0.13,0.06,23%,0.0 %,"Killjoy, Cypher",VCT-Challengers
bao,LS,1.11,Americas,233.1,1.12,75.0 %,147.4,0.82,0.30,0.10,0.09,27%,21%,"Clove, Chamber, Brimstone",VCT-Challengers
Ksiaze,SC,1.11,Americas,239.2,1.13,65.0 %,155.1,0.86,0.12,0.19,0.12,29%,15%,"Jett, Raze",VCT-Challengers
mikeE,BLIN,1.11,Americas,213.9,1.16,74.0 %,143.2,0.78,0.22,0.10,0.07,32%,10%,"Killjoy, Cypher, Jett",VCT-Challengers
jcrueL,NBG,1.11,Americas,209.8,1.09,74.0 %,137.4,0.73,0.37,0.07,0.08,21%,23%,"Viper, Brimstone, Omen",VCT-Challengers
evolution,41,1.11,Americas,224.5,0.97,56.0 %,163.8,0.80,0.15,0.15,0.22,30%,25%,"Chamber, Jett",VCT-Challengers
Katashio,CVU.NBG,1.11,Americas,224.8,1.13,74.0 %,148.7,0.76,0.22,0.14,0.13,19%,13%,"Jett, Raze",VCT-Challengers
corey,DZ,1.11,Americas,223.5,1.11,73.0 %,150.3,0.78,0.29,0.15,0.13,28%,16%,"Neon, Yoru, Kayo",VCT-Challengers
skuba,OXG,1.10,Americas,196.2,1.13,76.0 %,123.8,0.72,0.36,0.07,0.07,28%,16%,"Omen, Astra, Brimstone",VCT-Challengers
velis,RESO,1.10,Americas,196.4,1.06,76.0 %,132.3,0.69,0.45,0.07,0.07,25%,14%,"Brimstone, Viper, Omen",VCT-Challengers
Ignite,Shif,1.10,Americas,217.5,1.03,68.0 %,149.4,0.81,0.24,0.03,0.08,29%,18%,"Sova, Sage",VCT-Challengers
Pa1nt,BLIN,1.09,Americas,252.4,1.17,71.0 %,158.7,0.88,0.15,0.24,0.19,27%,15%,"Yoru, Jett, Raze",VCT-Challengers
Scottie,UCF.B,1.09,Americas,232.8,1.08,75.0 %,162.7,0.80,0.25,0.13,0.11,27%,17%,"Viper, Killjoy",VCT-Challengers
kumi,FOE,1.09,Americas,235.3,1.10,71.0 %,155.3,0.83,0.21,0.19,0.14,26%,14%,"Raze, Jett, Brimstone",VCT-Challengers
gMd,TSM,1.08,Americas,210.3,1.04,75.0 %,136.9,0.73,0.38,0.08,0.07,29%,16%,"Omen, Viper, Brimstone",VCT-Challengers
redo,RB,1.08,Americas,219.5,0.93,68.0 %,136.0,0.74,0.42,0.05,0.08,24%,20%,"Viper, Omen",VCT-Challengers
jowa,ENVE,1.08,Americas,200.0,0.96,71.0 %,132.4,0.65,0.29,0.05,0.06,31%,19%,"Sova, Gekko, Fade",VCT-Challengers
XnB,VLYN,1.08,Americas,189.9,0.96,75.0 %,124.6,0.65,0.46,0.05,0.05,29%,13%,"Kayo, Breach, Skye",VCT-Challengers
Shifty,CCG,1.08,Americas,203.0,1.05,76.0 %,135.0,0.74,0.33,0.06,0.08,24%,22%,"Astra, Sova, Viper",VCT-Challengers
Agr0,BZK,1.08,Americas,257.5,1.11,71.0 %,164.1,0.90,0.20,0.22,0.15,32%,0.0 %,"Raze, Jett",VCT-Challengers
roompa,AMB,1.08,Americas,210.4,1.07,73.0 %,138.2,0.73,0.29,0.06,0.08,34%,14%,"Sova, Gekko, Skye",VCT-Challengers
Jrmzie,CC,1.07,Americas,223.6,1.03,71.0 %,148.6,0.75,0.25,0.10,0.07,40%,7%,"Cypher, Viper, Gekko",VCT-Challengers
VYX,curs,1.07,Americas,187.0,1.05,76.0 %,123.6,0.65,0.39,0.06,0.06,26%,10%,"Brimstone, Cypher, Kayo",VCT-Challengers
Bobovo,IluZ,1.07,Americas,255.5,1.07,73.0 %,157.9,0.90,0.09,0.21,0.18,18%,18%,"Viper, Jett, Gekko",VCT-Challengers
Dark3st,SAD,1.07,Americas,205.8,1.06,72.0 %,132.3,0.73,0.35,0.09,0.09,27%,19%,"Viper, Kayo, Reyna",VCT-Challengers
Okeanos,BLIN,1.07,Americas,253.0,1.14,72.0 %,160.1,0.88,0.20,0.23,0.16,26%,13%,"Jett, Raze, Chamber",VCT-Challengers
WicK,UCSD,1.07,Americas,249.5,0.86,79.0 %,168.8,0.74,0.47,0.06,0.09,22%,0.0 %,"Kayo, Killjoy",VCT-Challengers
Nanners,LS,1.07,Americas,215.8,1.07,69.0 %,144.0,0.75,0.25,0.10,0.11,25%,18%,"Killjoy, Cypher, Viper",VCT-Challengers
Bull3ts,Lion,1.07,Americas,265.0,1.03,66.0 %,181.3,0.95,0.11,0.24,0.18,46%,0.0 %,"Jett, Neon",VCT-Challengers
Recoil,OREG,1.07,Americas,211.9,1.09,76.0 %,139.4,0.74,0.35,0.04,0.05,34%,18%,"Breach, Kayo, Viper",VCT-Challengers
ALEKSANDAR,MU,1.07,Americas,211.8,1.04,73.0 %,133.6,0.75,0.32,0.10,0.08,41%,15%,"Gekko, Kayo, Skye",VCT-Challengers
seven,TSM,1.07,Americas,206.6,1.05,76.0 %,136.4,0.72,0.35,0.08,0.09,23%,19%,"Skye, Harbor, Kayo",VCT-Challengers
chloric,FOE,1.06,Americas,175.9,1.01,76.0 %,119.8,0.63,0.37,0.07,0.04,24%,16%,"Breach, Sova, Kayo",VCT-Challengers
robot,RB,1.06,Americas,222.6,1.10,70.0 %,140.6,0.79,0.27,0.12,0.11,30%,22%,"Omen, Brimstone, Viper",VCT-Challengers
SwayZ,MU,1.06,Americas,230.0,1.07,68.0 %,155.1,0.81,0.14,0.18,0.17,31%,14%,"Reyna, Jett, Raze",VCT-Challengers
mitch,OXG,1.06,Americas,205.6,1.01,76.0 %,131.8,0.67,0.51,0.11,0.10,26%,12%,"Skye, Kayo, Breach",VCT-Challengers
Paincakes,FAIM,1.06,Americas,208.6,1.04,74.0 %,133.0,0.73,0.35,0.10,0.09,34%,18%,"Astra, Omen, Breach",VCT-Challengers
jakee,YFP,1.06,Americas,206.3,1.08,77.0 %,132.6,0.75,0.39,0.11,0.12,29%,18%,"Viper, Omen, Clove",VCT-Challengers
ExciteMVP,WVU,1.06,Americas,182.4,1.10,71.0 %,126.6,0.64,0.27,0.08,0.08,32%,16%,"Sova, Gekko, Chamber",VCT-Challengers
Pain,40,1.05,Americas,229.0,1.10,68.0 %,150.3,0.83,0.10,0.08,0.05,35%,11%,"Killjoy, Cypher",VCT-Challengers
Reformed,EX-E,1.05,Americas,204.9,1.13,71.0 %,137.7,0.74,0.18,0.09,0.07,26%,13%,"Raze, Yoru, Killjoy",VCT-Challengers
wodahS,136,1.05,Americas,212.8,1.03,65.0 %,142.7,0.75,0.21,0.12,0.08,34%,10%,"Cypher, Sova, Gekko",VCT-Challengers
FireBallOps,0,1.05,Americas,211.8,1.14,73.0 %,149.4,0.79,0.19,0.08,0.10,37%,10%,"Killjoy, Cypher",VCT-Challengers
stunna,VZ,1.05,Americas,238.0,1.21,68.0 %,149.2,0.84,0.16,0.16,0.19,26%,25%,"Raze, Jett",VCT-Challengers
deseo,FAWZ,1.05,Americas,223.0,0.93,62.0 %,148.6,0.76,0.03,0.24,0.03,52%,0.0 %,"Yoru, Raze",VCT-Challengers
GaryDaSnail,Non-,1.05,Americas,199.5,0.97,68.0 %,133.9,0.70,0.15,0.03,0.03,29%,11%,"Cypher, Killjoy",VCT-Challengers
cavern,MOBAP,1.04,Americas,194.6,1.05,73.0 %,128.8,0.68,0.35,0.06,0.06,23%,18%,"Gekko, Sova, Skye",VCT-Challengers
Boni,Burg,1.04,Americas,210.4,1.02,70.0 %,139.2,0.74,0.33,0.11,0.13,26%,14%,"Kayo, Yoru, Gekko",VCT-Challengers
Korsonix,TOR,1.04,Americas,207.8,1.08,72.0 %,131.6,0.75,0.20,0.05,0.04,23%,5%,"Viper, Omen, Cypher",VCT-Challengers
Reduxx,SEN,1.04,Americas,236.0,1.09,73.0 %,148.9,0.81,0.17,0.19,0.16,22%,9%,"Raze, Jett, Reyna",VCT-Challengers
bless,YDZ.B,1.03,Americas,223.2,1.01,66.0 %,139.0,0.83,0.22,0.12,0.08,27%,0.0 %,"Omen, Reyna",VCT-Challengers
TeKae,44,1.03,Americas,205.5,0.88,70.0 %,130.2,0.64,0.43,0.11,0.11,25%,14%,Skye,VCT-Challengers
Fair,SCC,1.03,Americas,250.0,1.09,63.0 %,163.6,0.88,0.07,0.15,0.15,25%,25%,"Raze, Killjoy",VCT-Challengers
Neon,AMB,1.03,Americas,230.5,1.07,72.0 %,146.7,0.79,0.17,0.13,0.17,15%,15%,"Jett, Raze",VCT-Challengers
D0V3S,Stay,1.03,Americas,231.0,1.03,68.0 %,157.1,0.80,0.25,0.07,0.16,24%,0.0 %,"Viper, Killjoy",VCT-Challengers
smiley,AMB,1.03,Americas,188.3,1.01,73.0 %,121.3,0.65,0.43,0.07,0.09,31%,22%,"Omen, Breach, Kayo",VCT-Challengers
Ange,MU,1.03,Americas,204.1,0.98,74.0 %,131.2,0.70,0.32,0.10,0.09,25%,17%,"Viper, Omen, Astra",VCT-Challengers
Rawkus,DZ,1.03,Americas,168.7,0.97,74.0 %,116.7,0.63,0.31,0.04,0.07,30%,13%,"Breach, Viper, Omen",VCT-Challengers
Frosty,33,1.03,Americas,241.0,1.04,82.0 %,157.6,0.88,0.21,0.09,0.09,29%,0.0 %,"Cypher, Killjoy",VCT-Challengers
andrew,RESO,1.03,Americas,218.6,1.06,69.0 %,144.2,0.79,0.15,0.12,0.15,27%,12%,"Raze, Brimstone, Jett",VCT-Challengers
wedid,DZ,1.03,Americas,210.2,0.99,74.0 %,137.3,0.72,0.37,0.08,0.09,28%,13%,"Omen, Viper, Brimstone",VCT-Challengers
sacred,SaD,1.03,Americas,199.9,1.02,67.0 %,130.7,0.73,0.26,0.08,0.09,34%,16%,"Omen, Sova, Fade",VCT-Challengers
Kehmicals,TOR,1.03,Americas,224.9,1.00,75.0 %,149.4,0.77,0.18,0.15,0.14,21%,11%,"Jett, Raze",VCT-Challengers
Kushay,SaD,1.03,Americas,199.6,0.95,72.0 %,131.1,0.67,0.39,0.12,0.10,30%,21%,"Omen, Astra, Brimstone",VCT-Challengers
Momiji,FCN,1.03,Americas,202.1,1.01,72.0 %,135.3,0.68,0.34,0.10,0.08,24%,20%,"Viper, Omen, Sova",VCT-Challengers
furbsa,SAD,1.03,Americas,226.7,1.05,69.0 %,149.3,0.80,0.19,0.17,0.13,33%,10%,"Raze, Jett, Reyna",VCT-Challengers
Truman,WSU,1.03,Americas,203.0,0.85,76.0 %,137.7,0.67,0.38,0.02,0.05,24%,0.0 %,"Sova, Skye",VCT-Challengers
Jonaaa6,FAIM,1.02,Americas,198.8,1.05,72.0 %,130.5,0.69,0.26,0.08,0.09,32%,11%,"Viper, Breach, Killjoy",VCT-Challengers
A1MBOT,Avai,1.02,Americas,214.0,1.00,67.0 %,139.6,0.78,0.16,0.05,0.09,33%,9%,"Omen, Astra, Viper",VCT-Challengers
Sharked,DK,1.02,Americas,199.0,0.93,69.0 %,134.7,0.71,0.19,0.08,0.08,30%,5%,"Cypher, Killjoy",VCT-Challengers
bread,BZK,1.02,Americas,224.0,1.00,65.0 %,134.7,0.78,0.43,0.16,0.11,29%,0.0 %,Kayo,VCT-Challengers
JSP,NBG,1.02,Americas,197.2,1.07,69.0 %,136.5,0.69,0.23,0.09,0.05,27%,22%,"Killjoy, Omen, Viper",VCT-Challengers
Tsuya,LUC,1.02,Americas,228.9,1.00,74.0 %,148.5,0.79,0.25,0.19,0.18,20%,23%,"Chamber, Jett, Sova",VCT-Challengers
NiSMO,M80,1.02,Americas,189.2,0.98,75.0 %,124.5,0.66,0.48,0.08,0.07,32%,12%,"Raze, Kayo, Skye",VCT-Challengers
LenX,BTR,1.02,Americas,206.2,1.02,74.0 %,134.4,0.71,0.37,0.10,0.09,22%,11%,"Viper, Omen, Astra",VCT-Challengers
sym,TSM,1.02,Americas,241.1,1.06,70.0 %,157.2,0.83,0.21,0.23,0.20,30%,19%,"Raze, Jett, Kayo",VCT-Challengers
sherb,LF8,1.02,Americas,183.0,1.15,78.0 %,120.4,0.65,0.26,0.09,0.09,36%,0.0 %,Cypher,VCT-Challengers
Aeric,AxS,1.02,Americas,203.9,0.97,69.0 %,140.8,0.70,0.38,0.07,0.09,31%,27%,"Skye, Omen, Sova",VCT-Challengers
Zoestol,Blue,1.02,Americas,177.8,1.01,77.0 %,115.0,0.63,0.41,0.06,0.08,21%,18%,"Astra, Omen, Viper",VCT-Challengers
stellar,DZ,1.02,Americas,182.9,1.00,73.0 %,122.3,0.65,0.33,0.04,0.07,22%,12%,"Fade, Omen, Sova",VCT-Challengers
BNIPER,UCF.G,1.02,Americas,219.0,0.93,70.0 %,151.2,0.74,0.21,0.20,0.13,28%,11%,"Raze, Jett",VCT-Challengers
thief,YFP,1.02,Americas,197.1,1.03,72.0 %,127.7,0.72,0.26,0.09,0.08,28%,12%,"Killjoy, Cypher, Omen",VCT-Challengers
bones,FAIM,1.01,Americas,217.1,1.07,72.0 %,140.0,0.75,0.27,0.13,0.15,24%,19%,"Brimstone, Harbor, Omen",VCT-Challengers
req,SaD,1.01,Americas,209.4,1.06,66.0 %,135.3,0.76,0.22,0.10,0.10,45%,16%,"Raze, Jett, Astra",VCT-Challengers
neptune,FAIM,1.01,Americas,205.0,1.00,73.0 %,130.8,0.72,0.41,0.09,0.08,32%,16%,"Kayo, Fade, Gekko",VCT-Challengers
lazy,111,1.01,Americas,231.4,0.98,69.0 %,158.2,0.82,0.14,0.23,0.15,24%,0.0 %,"Raze, Neon, Jett",VCT-Challengers
Matt,Burg,1.00,Americas,202.8,0.95,68.0 %,138.7,0.70,0.29,0.07,0.08,26%,23%,"Viper, Killjoy, Gekko",VCT-Challengers
Papicam,ROSE,1.00,Americas,186.8,0.91,70.0 %,127.0,0.64,0.17,0.07,0.06,28%,2%,"Cypher, Killjoy, Harbor",VCT-Challengers
Dogo,Gree,1.00,Americas,198.0,1.03,71.0 %,129.5,0.69,0.15,0.09,0.09,24%,19%,"Cypher, Killjoy, Raze",VCT-Challengers
mummAy,FAIM,1.00,Americas,179.7,1.00,70.0 %,114.9,0.65,0.34,0.08,0.08,27%,15%,"Cypher, Killjoy, Viper",VCT-Challengers
Blahst,FCN,1.00,Americas,190.8,0.98,71.0 %,125.1,0.68,0.33,0.09,0.08,27%,10%,"Jett, Breach, Killjoy",VCT-Challengers
jayrol,DXG,1.00,Americas,202.5,0.91,63.0 %,129.3,0.71,0.41,0.10,0.10,23%,0.0 %,"Raze, Kayo",VCT-Challengers
zeek,Blue,1.00,Americas,204.7,1.02,72.0 %,134.6,0.72,0.37,0.12,0.11,31%,11%,"Reyna, Skye, Kayo",VCT-Challengers
infiltrator,WU,1.00,Americas,231.5,1.01,68.0 %,153.1,0.81,0.17,0.19,0.18,26%,20%,"Jett, Raze, Neon",VCT-Challengers
Kanpeki,TWT,1.00,Americas,195.8,0.99,71.0 %,130.1,0.68,0.35,0.07,0.09,26%,17%,"Cypher, Killjoy, Kayo",VCT-Challengers
Rezek,37,1.00,Americas,224.5,0.88,73.0 %,145.8,0.78,0.30,0.08,0.08,31%,17%,"Skye, Breach",VCT-Challengers
Jerk,WU,1.00,Americas,187.3,0.98,69.0 %,125.4,0.65,0.19,0.07,0.05,20%,13%,"Sova, Killjoy, Cypher",VCT-Challengers
BcJ,EG,1.00,Americas,186.3,0.99,74.0 %,122.6,0.64,0.36,0.07,0.09,20%,19%,"Fade, Gekko, Sova",VCT-Challengers
Instxnct,LF8,1.00,Americas,209.1,1.03,69.0 %,141.0,0.72,0.20,0.11,0.14,23%,14%,"Raze, Jett, Sova",VCT-Challengers
acrian,VLYN,0.99,Americas,198.8,1.01,71.0 %,135.0,0.69,0.19,0.08,0.08,24%,18%,"Cypher, Killjoy, Viper",VCT-Challengers
Trick,Luck,0.99,Americas,212.4,0.98,72.0 %,138.0,0.72,0.35,0.12,0.11,25%,6%,"Sova, Gekko, Kayo",VCT-Challengers
tediousdeer2844,TPG,0.99,Americas,166.5,0.88,61.0 %,100.8,0.61,0.21,0.11,0.08,29%,17%,"Sova, Fade",VCT-Challengers
jvoh,Wook,0.99,Americas,234.0,0.90,66.0 %,159.7,0.77,0.20,0.03,0.06,25%,11%,"Killjoy, Cypher",VCT-Challengers
Cheddy,37,0.99,Americas,226.5,1.00,68.0 %,154.1,0.81,0.16,0.19,0.08,26%,0.0 %,Viper,VCT-Challengers
Infinity,OU,0.99,Americas,210.0,0.97,58.0 %,146.3,0.73,0.05,0.18,0.20,40%,11%,"Reyna, Killjoy",VCT-Challengers
spoof,Crim,0.99,Americas,220.6,1.05,66.0 %,141.1,0.77,0.18,0.13,0.14,24%,14%,"Jett, Neon, Reyna",VCT-Challengers
wow,LVI,0.99,Americas,201.0,0.79,68.0 %,140.7,0.65,0.25,0.08,0.05,19%,13%,"Cypher, Killjoy",VCT-Challengers
Torrify,NBG,0.99,Americas,176.6,0.95,74.0 %,117.6,0.63,0.37,0.07,0.07,26%,14%,"Breach, Sage, Kayo",VCT-Challengers
snirot,NSIC,0.99,Americas,187.8,0.92,69.0 %,126.9,0.67,0.35,0.06,0.10,25%,21%,"Kayo, Breach, Skye",VCT-Challengers
Harmful,TTR,0.99,Americas,217.9,1.09,67.0 %,140.6,0.78,0.13,0.20,0.17,34%,14%,"Chamber, Killjoy, Jett",VCT-Challengers
Snark,EvHz,0.99,Americas,215.0,0.93,71.0 %,140.6,0.74,0.24,0.08,0.16,23%,0.0 %,"Kayo, Viper",VCT-Challengers
surfer,31,0.99,Americas,223.5,0.88,65.0 %,151.6,0.74,0.06,0.00,0.00,24%,0.0 %,"Killjoy, Cypher",VCT-Challengers
aui,Swa,0.99,Americas,217.0,0.88,68.0 %,138.6,0.76,0.34,0.11,0.11,40%,0.0 %,"Omen, Harbor",VCT-Challengers
Metry,(+1),0.99,Americas,218.8,0.93,69.0 %,133.9,0.78,0.16,0.03,0.03,23%,7%,"Kayo, Cypher, Gekko",VCT-Challengers
Teague,TACO,0.98,Americas,178.5,0.89,73.0 %,115.6,0.60,0.53,0.07,0.08,22%,12%,"Sova, Fade, Skye",VCT-Challengers
Veer,LS,0.98,Americas,182.7,0.88,78.0 %,106.9,0.63,0.40,0.04,0.04,37%,24%,"Omen, Kayo",VCT-Challengers
zerona,Fish,0.98,Americas,215.4,1.00,74.0 %,146.9,0.74,0.24,0.09,0.10,31%,8%,"Sova, Viper, Gekko",VCT-Challengers
JSIN,UCF.G,0.98,Americas,194.2,0.85,75.0 %,132.1,0.61,0.28,0.09,0.05,23%,16%,"Killjoy, Sova",VCT-Challengers
tokyo,ROSE,0.98,Americas,210.7,1.08,70.0 %,143.0,0.77,0.13,0.18,0.07,24%,0.0 %,"Cypher, Jett, Killjoy",VCT-Challengers
dopey,VZ,0.98,Americas,193.3,0.96,69.0 %,136.5,0.69,0.24,0.05,0.08,19%,10%,"Viper, Killjoy",VCT-Challengers
ZachaREEE,CB,0.98,Americas,208.6,0.98,68.0 %,138.4,0.73,0.19,0.12,0.14,24%,17%,"Sova, Chamber, Cypher",VCT-Challengers
renz,MU,0.98,Americas,184.0,1.01,71.0 %,120.4,0.68,0.20,0.07,0.07,25%,17%,"Killjoy, Sova, Cypher",VCT-Challengers
nightz,ASTA,0.97,Americas,230.2,0.96,62.0 %,150.9,0.79,0.26,0.15,0.25,42%,17%,"Yoru, Jett, Skye",VCT-Challengers
zaj,ASTA,0.97,Americas,203.1,0.85,64.0 %,138.7,0.68,0.22,0.08,0.05,34%,7%,"Skye, Killjoy, Sova",VCT-Challengers
bdog,YFP,0.97,Americas,201.5,0.97,71.0 %,129.4,0.70,0.30,0.12,0.13,27%,18%,"Breach, Gekko, Omen",VCT-Challengers
hyjinx,HU,0.97,Americas,200.2,0.92,72.0 %,136.6,0.71,0.38,0.07,0.13,30%,20%,"Omen, Brimstone, Viper",VCT-Challengers
dip,SAD,0.97,Americas,183.1,0.90,69.0 %,123.3,0.62,0.31,0.06,0.08,27%,19%,"Chamber, Omen, Sova",VCT-Challengers
1Frog1,The,0.97,Americas,241.3,1.14,67.0 %,160.3,0.87,0.12,0.21,0.17,39%,0.0 %,Jett,VCT-Challengers
mikester,(+2),0.97,Americas,217.4,0.93,63.0 %,138.5,0.73,0.20,0.17,0.08,27%,5%,"Skye, Gekko, Killjoy",VCT-Challengers
neT,M80,0.97,Americas,181.7,1.01,70.0 %,122.2,0.66,0.17,0.08,0.08,31%,13%,"Cypher, Killjoy, Viper",VCT-Challengers
nerve,QOR,0.97,Americas,176.3,0.93,73.0 %,114.7,0.61,0.42,0.05,0.05,26%,25%,"Brimstone, Astra, Omen",VCT-Challengers
